publication_id,mention,label,prob
32070994.0,FuSim-II,COM,0.8984727
32070994.0,FuSim-II,COM,0.77649015
32070994.0,FuSim-II,COM,0.8394587
32740859.0,India,COM,0.727667
32740859.0,India,COM,0.61433583
32877338.0,Genomics Platform,FUL,0.6733818
33074888.0,Esophageal Complication Consensus,FUL,0.7015685
33074888.0,Esodata,COM,0.7606172
33226952.0,aWCluster,COM,0.87465394
33226952.0,aWCluster,COM,0.72993976
33226952.0,aWCluster,COM,0.91966176
33226952.0,aWCluster,COM,0.96596533
33237866.0,SEDA,COM,0.9235853
33237866.0,SEDA,COM,0.99860275
33237866.0,SEDA,COM,0.9909372
33237866.0,SEDA,COM,0.9974454
33237866.0,SEDA,COM,0.79873896
33237866.0,SEDA,COM,0.9975798
33237866.0,SEDA,COM,0.83353513
33382660.0,miRCoop,COM,0.94188035
33382660.0,miRCoop,COM,0.9987086
33382660.0,miRCoop,COM,0.99917763
33382660.0,miRCoop,COM,0.9987953
33798067.0,JRDB,COM,0.99226594
33798067.0,JRDB,COM,0.9988358
34014053.0,TReasure,COM,0.918374
34117147.0,NPWT,COM,0.7454858
34117147.0,SAWHI,COM,0.9614792
34133301.0,LSCIDMR,COM,0.99694717
34133301.0,Large-Scale Satellite Cloud Image Database for,FUL,0.8875992
34133301.0,large-scale cloud image database for meteorological research,FUL,0.89337
34133301.0,LSCIDMR,COM,0.9976471
34133301.0,LSCIDMR,COM,0.9986962
34133301.0,LSCIDMR,COM,0.9973182
34166198.0,DeePROG,COM,0.9263746
34166198.0,DeePROG,COM,0.9657675
34166198.0,DeePROG,COM,0.81282157
34166198.0,DeePROG,COM,0.9768765
34232869.0,ProtTrans,COM,0.9480598
34255632.0,TNet,COM,0.94446194
34255632.0,TNet,COM,0.8324969
34255632.0,TNet,COM,0.90883136
34255632.0,TNet,COM,0.9066577
34255632.0,TNet,COM,0.8929361
34255632.0,TNet,COM,0.70366037
34255632.0,TNet,COM,0.6983291
34255632.0,TNet,COM,0.9951085
34297061.0,miRAnno,COM,0.811703
34297061.0,miRAnno,COM,0.9984863
34297061.0,iRAnno,COM,0.98188496
34297061.0,miRAnno,COM,0.9894372
34297061.0,iRAnno,COM,0.97725415
34302483.0,piRNAclusterDB,COM,0.9943242
34320637.0,rPanglaoDB,COM,0.9919012
34320637.0,rPanglaoDB,COM,0.9874219
34320637.0,rPanglaoDB,COM,0.94683
34320637.0,PanglaoDB,COM,0.85220677
34322854.0,lab.js,COM,0.9415415
34322854.0,lab.js,COM,0.84872675
34387689.0,EVAtlas,COM,0.86457455
34387689.0,EVAtlas,COM,0.9984581
34387689.0,EVAtlas,COM,0.99890065
34390348.0,DRAMP,COM,0.99716336
34390348.0,Data Repository of Antimicrobial Peptides,FUL,0.9181841
34390348.0,DRAMP,COM,0.9987707
34390348.0,DRAMP,COM,0.99821585
34390348.0,DRAMP,COM,0.99818504
34396391.0,T-CoV,COM,0.9585872
34396391.0,T-cell COVID-19 Atlas,FUL,0.72270375
34396391.0,T-CoV,COM,0.9987067
34396391.0,T-CoV,COM,0.99889034
34403477.0,POSTAR3,COM,0.7690707
34403477.0,POSTAR3,COM,0.82380587
34403477.0,POSTAR3,COM,0.88285816
34415321.0,GAMMA,COM,0.93747824
34415321.0,GAMMA,COM,0.99464464
34415321.0,Allele,FUL,0.56020087
34415321.0,GAMMA,COM,0.9807625
34415321.0,GAMMA,COM,0.9600351
34415321.0,AMMA,COM,0.94720596
34432052.0,3'aQTL-atlas,COM,0.60245585
34432052.0,3'aQTL-atlas,COM,0.80010885
34459872.0,FIVEx,COM,0.9883496
34459872.0,FIVEx,COM,0.9972447
34459872.0,FIVEx,COM,0.9379302
34459872.0,FIVEx,COM,0.9933224
34469532.0,OlfactionBase,COM,0.9975623
34469532.0,OlfactionBase,COM,0.9988348
34469532.0,OlfactionBase,COM,0.9984968
34469532.0,OlfactionBase,COM,0.99635947
34469532.0,OlfactionBase,COM,0.99897903
34469540.0,DIANA-miTED,COM,0.99741673
34469540.0,DIANA-miTED,COM,0.9983878
34469540.0,miTED,COM,0.99879944
34469540.0,miTED,COM,0.99656487
34469540.0,DIANA-miTED,COM,0.9987446
34472587.0,Minimal information for chemosensitivity assays,FUL,0.8905998
34472587.0,MICHA,COM,0.98632777
34472587.0,Minimal Information for Chemosensitivity Assays,FUL,0.9825251
34472587.0,MICHA,COM,0.9959445
34472587.0,MICHA,COM,0.95688874
34472587.0,MICHA,COM,0.96272194
34472587.0,MICHA,COM,0.9229892
34472587.0,MICHA,COM,0.9415587
34472587.0,MICHA,COM,0.9636459
34500458.0,gutMGene,COM,0.99253315
34500458.0,gutMGene,COM,0.9978937
34500458.0,gutMGene,COM,0.99126583
34500458.0,gutMGene,COM,0.9830611
34500458.0,gutMGene,COM,0.98856
34500460.0,CancerMIRNome,COM,0.94644725
34500460.0,CancerMIRNome,COM,0.9983962
34500460.0,CancerMIRNome,COM,0.99829596
34500460.0,CancerMIRNome,COM,0.99835527
34500462.0,ViMIC,COM,0.9925396
34500462.0,ViMIC,COM,0.99680835
34500462.0,ViMIC,COM,0.99718165
34500462.0,ViMIC,COM,0.9932127
34500462.0,ViMIC,COM,0.997067
34505630.0,International Database of Central Arterial Properties,FUL,0.75891674
34505630.0,International Database of Central Arterial Properties for Risk Stratification,FUL,0.98936534
34505630.0,IDCARS,COM,0.99803877
34505630.0,IDCARS,COM,0.9986988
34505630.0,DCARS,COM,0.9987579
34508353.0,GRAND,COM,0.9741386
34508353.0,GRAND,COM,0.9928442
34508353.0,GRAND,COM,0.98781365
34508354.0,scAPAdb,COM,0.92650384
34508354.0,scAPAdb,COM,0.99815696
34508354.0,scAPAdb,COM,0.9967406
34508354.0,scAPAdb,COM,0.9951147
34508354.0,scAPAdb,COM,0.998224
34520557.0,GTDB,COM,0.992406
34520557.0,Genome Taxonomy Database,FUL,0.9923029
34520557.0,GTDB,COM,0.999204
34520557.0,GTDB,COM,0.80038273
34520557.0,GTDB,COM,0.983925
34529036.0,BioDynaMo,COM,0.9856526
34529036.0,BioDynaMo,COM,0.9910706
34529036.0,BioDynaMo,COM,0.9951169
34529036.0,BioDynaMo,COM,0.99436796
34529036.0,BioDynaMo,COM,0.94396913
34529036.0,BioDynaMo,COM,0.9576869
34529036.0,ioDynaMo,COM,0.9795607
34530446.0,circMine,COM,0.99677306
34530446.0,circMine,COM,0.9938941
34530446.0,circMine,COM,0.994015
34530446.0,circMine,COM,0.9580028
34530446.0,circMine,COM,0.68813545
34530446.0,circMine,COM,0.9905493
34534336.0,GPEdit,COM,0.99505246
34534336.0,GPEdit,COM,0.99900883
34534336.0,GPEdit,COM,0.9989056
34534340.0,PlantGSAD,COM,0.9589282
34534340.0,Plant Gene Set Annotation Database,FUL,0.9859678
34534340.0,PlantGSAD,COM,0.9981869
34534340.0,PlantGSAD,COM,0.99850464
34534340.0,PlantGSAD,COM,0.9970292
34534340.0,PlantGSAD,COM,0.9944247
34534340.0,PlantGSAD,COM,0.9987705
34534350.0,TISMO,COM,0.9920388
34534350.0,mouse tumor database,FUL,0.63985866
34534350.0,Tumor Immune Syngeneic MOuse,FUL,0.9938214
34534350.0,TISMO,COM,0.998337
34534350.0,TISMO,COM,0.99883014
34534350.0,TISMO,COM,0.9988548
34534350.0,TISMO,COM,0.9988484
34534350.0,TISMO,COM,0.9991063
34543590.0,to Optimize the Screening Process,FUL,0.8585839
34543590.0,PROSPR,COM,0.96429735
34543590.0,Lung,FUL,0.49902984
34546290.0,ATPdock,COM,0.987401
34546290.0,ATPdock,COM,0.98253477
34546290.0,ATPdock,COM,0.9731268
34546290.0,ATPdock,COM,0.9713003
34551433.0,Animal-eRNAdb,COM,0.99366313
34551433.0,Animal-eRNAdb,COM,0.9990118
34551433.0,Animal-eRNAdb,COM,0.9990552
34551435.0,PncsHub,COM,0.9487737
34551435.0,PncsHub,COM,0.99922884
34551435.0,PncsHub,COM,0.9989253
34551435.0,PncsHub,COM,0.99906963
34551437.0,CSCD2,COM,0.89207554
34551437.0,cancer-specific circRNA database,FUL,0.99169654
34551437.0,CSCD,COM,0.99848145
34551437.0,CSCD,COM,0.99566764
34551437.0,CSCD2,COM,0.9979903
34551437.0,CSCD2,COM,0.9981281
34551437.0,CSCD2,COM,0.9921562
34551437.0,CSCD2,COM,0.9987962
34551440.0,RNALocate,COM,0.84398705
34551440.0,RNALocate,COM,0.9972659
34551440.0,RNALocate,COM,0.85946125
34551440.0,RNALocate,COM,0.98552775
34553747.0,ZoomQA,COM,0.88028914
34553747.0,ZoomQA,COM,0.8971441
34553747.0,ZoomQA,COM,0.9262239
34553747.0,ZoomQA,COM,0.69060075
34553747.0,ZoomQA,COM,0.77636606
34554251.0,OncoSplicing,COM,0.8923764
34554251.0,OncoSplicing,COM,0.9989515
34554251.0,OncoSplicing,COM,0.99900794
34554251.0,OncoSplicing,COM,0.99913776
34554254.0,PmiREN2.0,COM,0.96223164
34554254.0,PmiREN2.0,COM,0.9872684
34554254.0,miREN,COM,0.8136084
34554254.0,PmiREN2.0,COM,0.99396014
34554255.0,COVID19db,COM,0.9707562
34554255.0,COVID19db,COM,0.9983335
34554255.0,COVID19db,COM,0.99473923
34554255.0,COVID19db,COM,0.99759096
34570216.0,SPENCER,COM,0.9043685
34570216.0,SPENCER,COM,0.9979979
34570216.0,SPENCER,COM,0.9951872
34570216.0,SPENCER,COM,0.99024606
34570216.0,SPENCER,COM,0.9025883
34570216.0,SPENCER,COM,0.88256085
34570216.0,SPENCER,COM,0.9963132
34570217.0,VannoPortal,COM,0.99765813
34570217.0,VannoPortal,COM,0.9931948
34570217.0,VannoPortal,COM,0.99740964
34570219.0,GproteinDb,COM,0.9977716
34570220.0,TransLnc,COM,0.9980927
34570220.0,TransLnc,COM,0.9991185
34570220.0,TransLnc,COM,0.99900717
34570220.0,TransLnc,COM,0.99884427
34570220.0,TransLnc,COM,0.99874663
34570220.0,TransLnc,COM,0.99895936
34570230.0,CTR-DB,COM,0.99729717
34570230.0,Cancer Treatment Response gene signature DataBase,FUL,0.9975402
34570230.0,CTR-DB,COM,0.9992355
34570230.0,,COM,0.99952924
34570230.0,CTR-DB,COM,0.9984688
34570230.0,CTR-DB,COM,0.9981567
34570235.0,scMethBank,COM,0.99809515
34570235.0,scMethBank,COM,0.9988307
34570235.0,scMethBank,COM,0.9987955
34570235.0,scMethBank,COM,0.9989043
34570238.0,miRNATissueAtlas2,COM,0.787858
34570238.0,Tissue Atlas,FUL,0.5377422
34571541.0,Rossmann-toolbox,COM,0.7491558
34581813.0,CovPDB,COM,0.9261664
34581813.0,CovPDB,COM,0.99927396
34581813.0,CovPDB,COM,0.9993021
34581813.0,CovPDB,COM,0.9991489
34581824.0,CPLM,COM,0.91646355
34581824.0,of protein lysine modifications,FUL,0.7492432
34581824.0,CPLM 4.0,COM,0.99841774
34581824.0,,COM,0.9962888
34581824.0,CPLM 4,COM,0.8953469
34581824.0,CPLM,COM,0.9959874
34581824.0,CPLM 4.0,COM,0.9065167
34585247.0,DAVAE,COM,0.98266524
34585247.0,DAVAE,COM,0.96447045
34585247.0,DAVAE,COM,0.9603895
34585247.0,DAVAE,COM,0.9769387
34586352.0,AlphaMap,COM,0.87303436
34586352.0,AlphaMap,COM,0.9980953
34586352.0,AlphaMap,COM,0.9968933
34586352.0,AlphaMap,COM,0.98661804
34586352.0,lphaMap,COM,0.89273375
34586379.0,Multiomix,COM,0.9861575
34586379.0,Multiomix,COM,0.8926048
34586379.0,Multiomix,COM,0.9874572
34586379.0,Multiomix,COM,0.928893
34586379.0,ultiomix,COM,0.74295795
34586393.0,MuWU,COM,0.9985244
34586393.0,MuWU,COM,0.98797107
34586393.0,MuWU,COM,0.9878391
34586393.0,MuWU,COM,0.968636
34586393.0,MuWU,COM,0.9450923
34586393.0,uWU,COM,0.8244038
34591957.0,Gene Expression Nebulas,FUL,0.8779759
34591957.0,GEN,COM,0.9824652
34591957.0,Gene Expression Nebulas,FUL,0.88990366
34591957.0,GEN,COM,0.98977727
34591960.0,Regeneration Roadmap,COM,0.81821424
34591960.0,Regeneration Roadmap,COM,0.9886846
34591960.0,Regeneration Roadmap,COM,0.9936901
34601581.0,PaReBrick,COM,0.9033017
34601581.0,PaReBrick,COM,0.99180436
34601581.0,PaReBrick,COM,0.9981431
34601581.0,aReBrick,COM,0.9933957
34606466.0,Dental Database,FUL,0.55859286
34606614.0,ProNAB,COM,0.8776562
34606614.0,ProNAB,COM,0.9991235
34606614.0,ProNAB,COM,0.99921775
34606614.0,ProNAB,COM,0.9991601
34606615.0,SBSA,COM,0.9838492
34606615.0,Somatic Binding Sequence Annotator,FUL,0.9813461
34606615.0,SBSA,COM,0.9942932
34606615.0,SBSA,COM,0.992161
34606615.0,SBSA,COM,0.99399817
34606615.0,SBSA,COM,0.98262787
34606616.0,huARdb,COM,0.9775499
34606616.0,human Antigen Receptor database,FUL,0.99613905
34606616.0,human Antigen Receptor database,FUL,0.99726456
34606616.0,huARdb,COM,0.99817646
34606616.0,HuARdb,COM,0.99801254
34606616.0,huARdb,COM,0.99719083
34611863.0,GlycoStore,COM,0.97950387
34611863.0,GlycoStore,COM,0.9988709
34611863.0,GlycoBase,COM,0.67362
34611863.0,GlycoBase,COM,0.8276622
34611863.0,GlycoStore,COM,0.99874663
34611863.0,GlycoStore,COM,0.9979222
34611863.0,,FUL,0.97563404
34614159.0,CyanoOmicsDB,COM,0.99633545
