pmid,title,has_resource_url,resource_url
26059717,BUSCO: assessing genome assembly and annotation completeness with single-copy orthologs.,True,http://busco.ezlab.org
28379299,Fuento: functional enrichment for bioinformatics.,False,
25490885,Finding gene regulatory network candidates using the gene expression knowledge base.,False,
25601846,Warsaw set of emotional facial expression pictures: a validation study of facial display photographs.,True,http://www.emotional-face.org
23651452,Reconstituting protein interaction networks using parameter-dependent domain-domain interactions.,True,http://www.bhsai.org/downloads/padds/
21398667,GeCo++: a C++ library for genomic features computation and annotation in the presence of variants.,True,http://bioinformatics.emedea.it/geco
27587689,SWORD-a highly efficient protein database search.,False,
31924160,LDpop: an interactive online tool to calculate and visualize geographic LD patterns.,True,https://ldlink.nci.nih.gov/?tab=ldpop
34252246,Exploring Curated Conformational Ensembles of Intrinsically Disordered Proteins in the Protein Ensemble Database.,True,https://proteinensemble.org/
28839186,An integrated bioinformatics platform for investigating the human E3 ubiquitin ligase-substrate interaction network.,True,http://ubibrowser.ncpsb.org
31562822,The Clinical Pharmacogenetics Implementation Consortium: 10 Years Later.,True,http://www.pharmgkb.org
27975283,TMT One-Stop Shop: From Reliable Sample Preparation to Computational Analysis Platform.,False,
21609966,Data mining using the Catalogue of Somatic Mutations in Cancer BioMart.,True,http://www.sanger.ac.uk/genetics/CGP/cosmic/biomart/martview/
32493955,WilsonGen a comprehensive clinically annotated genomic variant resource for Wilson's Disease.,True,http://clingen.igib.res.in/WilsonGen/
23198982,16(th) IHIW: extending the number of resources and bioinformatics analysis for the investigation of HLA rare alleles.,True,http://www.allelefrequencies.net
31664032,"The SCOC database, a large, open, and global database with sediment community oxygen consumption rates.",False,
21782820,Dana-Farber repository for machine learning in immunology.,True,http://bio.dfci.harvard.edu/DFRMLI/
22843985,TMBB-DB: a transmembrane β-barrel proteome database.,True,http://beta-barrel.tulane.edu/
25676813,The ARVD/C genetic variants database: 2014 update.,True,http://www.arvcdatabase.info
23823062,The SPECIES and ORGANISMS Resources for Fast and Accurate Identification of Taxonomic Names in Text.,True,http://species.jensenlab.org
27573308,Insight: An ontology-based integrated database and analysis platform for epilepsy self-management research.,False,
28181802,pmx Webserver: A User Friendly Interface for Alchemistry.,True,http://pmx.mpibpc.mpg.de
32035817,Update on BEI Resources for Parasitology and Arthropod Vector Research.,False,
28785082,"Standardization of electroencephalography for multi-site, multi-platform and multi-investigator studies: insights from the canadian biomarker integration network in depression.",False,
33649565,Tutorial: assessing metagenomics software with the CAMI benchmarking toolkit.,False,
32449765,HECNet: a hierarchical approach to enzyme function classification using a Siamese Triplet Network.,True,http://hecnet.cbrlab.org/
28302339,Fundamentals of the NEA Thermochemical Database and its influence over national nuclear programs on the performance assessment of deep geological repositories.,True,http://www.oecd-nea.org/dbtdb/
22626637,The European Virus Archive: a new resource for virology research.,False,
32044952,TeSS: a platform for discovering life-science training opportunities.,True,https://tess.elixir-europe.org
28130688,"AKIpredictor, an online prognostic calculator for acute kidney injury in adult critically ill patients: development, validation and comparison to serum neutrophil gelatinase-associated lipocalin.",True,http://akipredictor.com/
23707624,Organic small hairpin RNAs (OshR): a do-it-yourself platform for transgene-based gene silencing.,False,
27373760,Open for collaboration: an academic platform for drug discovery and development at SciLifeLab.,False,
30165579,Large-scale comparative analysis of microbial pan-genomes using PanOCT.,False,
24643548,Galaxy as a platform for identifying candidate pathogen effectors.,False,
29185060,The CompTox Chemistry Dashboard: a community data resource for environmental chemistry.,False,
32510533,Mapping the properties of bidentate ligands with calculated descriptors (LKB-bid).,False,
23758746,ΔΔPT: a comprehensive toolbox for the analysis of protein motion.,False,
29718130,AbDb: antibody structure database-a database of PDB-derived antibody structures.,True,http://www.bioinf.org.uk/abs/abdb/
29536449,Metabolomics: A High-Throughput Platform for Metabolite Profile Exploration.,False,
24990571,Osiris: accessible and reproducible phylogenetic and phylogenomic analyses within the Galaxy workflow management system.,True,http://galaxy-dev.cnsi.ucsb.edu/osiris/
26229286,HgsDb: Haplogroups Database to understand migration and molecular risk assessment.,True,http://www.gbpec.ac.in/research/HgsDb/
24363380,BiPACE 2D--graph-based multiple alignment for comprehensive 2D gas chromatography-mass spectrometry.,True,http://www.ebi.ac.uk/metabolights/MTBLS37
28742065,"The research infrastructure of Chinese foundations, a database for Chinese civil society studies.",False,
31442673,Variant Call Format-Diagnostic Annotation and Reporting Tool: A Customizable Analysis Pipeline for Identification of Clinically Relevant Genetic Variants in Next-Generation Sequencing Data.,False,
31797628,AnomiGAN: Generative Adversarial Networks for Anonymizing Private Medical Data.,False,
25160362,A comprehensive clinical research database based on CDISC ODM and i2b2.,False,
21441435,The predicted Arabidopsis interactome resource and network topology-based systems biology analyses.,False,
26231431,HHalign-Kbest: exploring sub-optimal alignments for remote homology comparative modeling.,True,http://bioserv.rpbs.univ-paris-diderot.fr/services/HHalign-Kbest/
23641180,Updating the Micro-Tom TILLING platform.,False,
29718096,GapRepairer: a server to model a structural gap and validate it using topological analysis.,True,http://gaprepairer.cent.uw.edu.pl
33741990,"The Amsterdam Open MRI Collection, a set of multimodal MRI datasets for individual difference analyses.",False,
32293014,Prot2HG: a database of protein domains mapped to the human genome.,True,http://www.prot2hg.com
"24036287, 30335683",PainNetworks: a web-based resource for the visualisation of pain-related genes in the context of their network associations.,True,http://www.PainNetworks.org
30990170,"Smart Toolkit for Fluorescence Tomography: Simulation, Reconstruction, and Validation.",False,
30615063,"MMseqs2 desktop and local web server app for fast, interactive sequence searches.",True,https://search.mmseqs.com
29036271,Cancer Hallmarks Analytics Tool (CHAT): a text mining approach to organize and evaluate scientific literature on cancer.,True,http://chat.lionproject.net
31225861,GTShark: genotype compression in large projects.,False,
31189922,"2DMatPedia, an open computational database of two-dimensional materials from top-down and bottom-up approaches.",True,http://www.2dmatpedia.org/
26925598,"Atlas Regeneration, Inc.",False,
26990089,Modelling Management Practices in Viticulture while Considering Resource Limitations: The Dhivine Model.,False,
33642572,Reannotation of the cultivated strawberry genome and establishment of a strawberry genome database.,False,
24234915,A neuroinformatics of brain modeling and its implementation in the Brain Operation Database BODB.,False,
25572717,Pantograph: A template-based method for genome-scale metabolic model reconstruction.,True,http://pathtastic.gforge.inria.fr
25712692,specL--an R/Bioconductor package to prepare peptide spectrum matches for use in targeted proteomics.,True,http://www.bioconductor.org
23357920,"MetaNetX.org: a website and repository for accessing, analysing and manipulating metabolic networks.",False,
33503255,Nebula: ultra-efficient mapping-free structural variant genotyper.,False,
24885165,A web-based protein interaction network visualizer.,True,http://biosual.cbio.uct.ac.za/pinv.html
25697819,The GPMDB REST interface.,True,ftp://ftp.thegpm.org/repos/gpmdb_rest
24123674,PLIDA: cross-platform gene expression normalization using perturbed topic models.,True,http://morrislab.med.utoronto.ca/plida/
22529851,HD-RNAS: An Automated Hierarchical Database of RNA Structures.,True,http://www.saha.ac.in/biop/www/HD-RNAS.html
27153568,Integrated genome browser: visual analytics platform for genomics.,True,http://bioviz.org/igb
