pmid,title,has_resource_url,resource_url
26018427,The human transmembrane proteome.,True,http://htp.enzim.hu
27513924,Efficient Gene Tree Correction Guided by Genome Evolution.,True,http://www-ens.iro.umontreal.ca/~adbit/polytomysolver.html
31035936,Automated assessment of biological database assertions using the scientific literature.,False,
27941656,An Open Platform for Seamless Sensor Support in Healthcare for the Internet of Things.,False,
21631914,Faster Smith-Waterman database searches with inter-sequence SIMD parallelisation.,True,http://dna.uio.no/swipe/
21343142,A common layer of interoperability for biomedical ontologies based on OWL EL.,True,http://bioonto.gen.cam.ac.uk/el-ont
32767019,A standalone humanitarian DNA identification database system to increase identification of human remains of foreign nationals.,False,
30681830,Autonomous METLIN-Guided In-source Fragment Annotation for Untargeted Metabolomics.,True,http://xcmsonline.scripps.edu
21698189,Predicting protein folds with fold-specific PSSM libraries.,True,http://ccp.psu.edu/download/FSLv1.0/
29699476,An improved approach to infer protein-protein interaction based on a hierarchical vector space model.,False,
26740458,A novel semi-supervised algorithm for the taxonomic assignment of metagenomic reads.,True,http://it.hcmute.edu.vn/bioinfo/metapro/SeMeta.html
23846744,An integrated toolkit for accurate prediction and analysis of cis-regulatory motifs at a genome scale.,False,
34308911,Optimized Molecular Interaction Networks for the Study of Skeletal Muscle.,True,https://www.sys-myo.com/myominer/download.php
22548871,Fitting hidden Markov models of protein domains to a target species: application to Plasmodium falciparum.,True,http://www.lirmm.fr/~terrapon/HMMﬁt/
27531214,Cross-species Conservation of context-specific networks.,True,http://services.bio.ifi.lmu.de/croco-web
27630201,Sieve-based coreference resolution enhances semi-supervised learning model for chemical-induced disease relation extraction.,False,
29138131,Reducing Symptom Distress in Patients With Advanced Cancer Using an e-Alert System for Caregivers: Pooled Analysis of Two Randomized Clinical Trials.,True,http://www.webcitation.org/6nmgdGfuD
27141091,Chemical entity recognition in patents by combining dictionary-based and statistical approaches.,True,http://biosemantics.org/chemdner-patents
27797771,Imputing gene expression to maximize platform compatibility.,True,http://simtk.org/home/affyimpute
32418327,Ligand-centered assessment of SARS-CoV-2 drug target models in the Protein Data Bank.,True,https://covid-19.bioreproducibility.org
26555596,Continuous Distributed Representation of Biological Sequences for Deep Proteomics and Genomics.,True,http://llp.berkeley.edu
27742664,A bioimage informatics platform for high-throughput embryo phenotyping.,True,mousephenotype.org
30496341,A structural homology approach for computational protein design with flexible backbone.,False,
29617941,A reference peptide database for proteome quantification based on experimental mass spectrum response curves.,True,http://www.firmiana.org/responders/
30838032,Reconstruction and Functional Annotation of P311 Protein-Protein Interaction Network Reveals Its New Functions.,False,
24778629,Mining a database of single amplified genomes from Red Sea brine pool extremophiles-improving reliability of gene function prediction using a profile and pattern matching algorithm (PPMA).,False,
24453546,"A Tenebrionid beetle's dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina).",True,http://data.gbif.org/datasets/resource/14669/
31796553,The Alliance of Genome Resources: Building a Modern Data Ecosystem for Model Organism Databases.,False,
26457120,Managing expectations: assessment of chemistry databases generated by automated extraction of chemical structures from patents.,False,
34406339,De novo protein design by an energy function based on series expansion in distance and orientation dependence.,True,http://zhouyq-lab.szbl.ac.cn/resources/
26601886,A collection of Australian Drosophila datasets on climate adaptation and species distributions.,False,
34903605,A pan-cancer immunogenomic atlas for immune checkpoint blockade immunotherapy.,True,http://bioinfo.vanderbilt.edu/database/Cancer-Immu/
23894185,Rapid storage and retrieval of genomic intervals from a relational database system using nested containment lists.,False,
22166723,Automatic extraction of semantic relations between medical entities: a rule based approach.,False,
32492285,Diving in uncharted waters: An updated genetics toolkit highlights the challenges of polyploidy in landscape genomics analyses.,False,
31932586,A database for global soil health assessment.,False,
30115928,Enhanced photon collection enables four dimensional fluorescence nanoscopy of living systems.,False,
25540777,Comprehensive reconstruction and visualization of non-coding regulatory networks in human.,True,http://ncrnadb.scienze.univr.it/ncrnadb/
34594031,Systematic investigation of cytokine signaling activity at the tissue and single-cell levels.,True,https://cytosig.ccr.cancer.gov/
27477450,A gene browser of colorectal cancer with literature evidence and pre-computed regulatory information to identify key tumor suppressors and oncogenes.,False,
30107399,Monitoring changes in the Gene Ontology and their impact on genomic data analysis.,True,https://gotrack.msl.ubc.ca
31378711,A Genome-wide Functional Signature Ontology Map and Applications to Natural Product Mechanism of Action Discovery.,True,http://fusion.yuhs.ac
32859947,A relational database to identify differentially expressed genes in the endometrium and endometriosis lesions.,True,https://endometdb.utu.fi/
30441365,"A Clinical Decision Support Platform for the Risk Stratification, Diagnosis, and Prediction of Coronary Artery Disease Evolution.",False,
30356876,A Web Resource for Designing Subunit Vaccine Against Major Pathogenic Species of Bacteria.,True,http://webs.iiitd.edu.in/raghava/vactarbac/
21998111,A novel method to quantify gene set functional association based on gene ontology.,True,http://bioinfo.hrbmu.edu.cn/GSFS
33921243,Fungal Genomic Resources for Strain Identification and Diversity Analysis of 1900 Fungal Species.,False,
22155869,Identification and removal of ribosomal RNA sequences from metatranscriptomes.,False,
30337678,Integrating standardized whole genome sequence analysis with a global Mycobacterium tuberculosis antibiotic resistance knowledgebase.,False,
23840574,"In silico platform for prediction of N-, O- and C-glycosites in eukaryotic protein sequences.",True,http://www.imtech.res.in/raghava/glycoep/
32065211,A computational platform to identify origins of replication sites in eukaryotes.,True,http://lin-group.cn/server/iORI-Euk/
34716354,A curated diverse molecular database of blood-brain barrier permeability with chemical descriptors.,False,
21849047,A novel method to compare protein structures using local descriptors.,True,http://bioexploratorium.pl/EP/DEDAL
24058508,In silico approach for predicting toxicity of peptides and proteins.,True,http://crdd.osdd.net/raghava/toxinpred/
22336709,Non-coding transcription characterization and annotation: a guide and web resource for non-coding RNA databases.,True,http://www.ncrnadatabases.org
23468878,Towards improved quality of GPCR models by usage of multiple templates and profile-profile comparison.,True,http://gpcrm.biomodellab.eu
28531195,Livestock metabolomics and the livestock metabolome: A systematic review.,True,http://www.lmdb.ca
29983384,Development of nutritional risk assessment platform in Korea.,False,
26656649,Gene discovery for Mendelian conditions via social networking: de novo variants in KDM1A cause developmental delay and distinctive facial features.,True,http://www.mygene2.org
26523133,A Database of Gene Expression Profiles of Korean Cancer Genome.,False,
32294194,Integrated querying and version control of context-specific biological networks.,True,http://compbio.case.edu/omics/software/vertion
27220698,Perspectives on Anti-Glycan Antibodies Gleaned from Development of a Community Resource Database.,False,
24060134,A metagenomics portal for a democratized sequencing world.,False,
32946464,An interactive retrieval system for clinical trial studies with context-dependent protocol elements.,True,https://corus.kaist.edu/clips
23735126,An optimized algorithm for detecting and annotating regional differential methylation.,False,
31942161,"Harvestmen occurrence database (Arachnida, Opiliones) of the Museu Paraense Emílio Goeldi, Brazil.",True,https://ipt.sibbr.gov.br/goeldi/resource?r=museuparaenseemiliogoeldi-collection-aracnologiaopiliones
23514199,Prediction of conformational epitopes with the use of a knowledge-based energy function and geometrically related neighboring residue characteristics.,True,http://cekeg.cs.ntou.edu.tw
30458705,Dissecting clinical outcome of porcine circovirus type 2 with in vivo derived transcriptomic signatures of host tissue responses.,True,http://software.broadinstitute.org/gsea/msigdb/contributed_genesets.jsp
28115530,A Database of Human Immune Receptor Alleles Recovered from Population Sequencing Data.,False,
27400380,Metagenome and Metatranscriptome Analyses Using Protein Family Profiles.,False,
30269990,An Open Resource for Non-human Primate Imaging.,False,
30598101,Constructing tissue-specific transcriptional regulatory networks via a Markov random field.,True,http://bioinfo.au.tsinghua.edu.cn/jianglab/CSNETS/
31884971,Charting the diversity of uncultured viruses of Archaea and Bacteria.,False,
29994533,Managing Complex Workflows in Bioinformatics: An Interactive Toolkit With GPU Acceleration.,False,
26093644,Genomic-associated Markers and comparative Genome Maps of Xanthomonas oryzae pv. oryzae and X. oryzae pv. oryzicola.,True,http://biodb.sdau.edu.cn/gmgm/
28784477,An automated ranking platform for machine learning regression models for meat spoilage prediction using multi-spectral imaging and metabolic profiling.,True,http://www.sorfml.com
33471816,Real-time resolution of short-read assembly graph using ONT long reads.,False,
23865810,Fast online and index-based algorithms for approximate search of RNA sequence-structure patterns.,True,http://www.zbh.uni-hamburg.de/ralignator
33813032,A knowledge base of clinical trial eligibility criteria.,False,
22180823,Open resource metagenomics: a model for sharing metagenomic libraries.,False,
29202689,Explorative visual analytics on interval-based genomic data and their metadata.,True,http://www.bioinformatics.deib.polimi.it/GeMSE/
26982336,An Approach to Function Annotation for Proteins of Unknown Function (PUFs) in the Transcriptome of Indian Mulberry.,True,http://caps.ncbs.res.in/pufas/
31501545,Supervised classification enables rapid annotation of cell atlases.,False,
28025199,Computational prediction of species-specific malonylation sites via enhanced characteristic strategy.,True,http://bioinfo.ncu.edu.cn/MaloPred.aspx
26050794,A knowledge base for Vitis vinifera functional analysis.,False,
24272162,Exploiting the potential of large databases of electronic health records for research using rapid search algorithms and an intuitive query interface.,False,
31819066,A global database of historic and real-time flood events based on social media.,True,http://www.globalfloodmonitor.org
23586394,Clever generation of rich SPARQL queries from annotated relational schema: application to Semantic Web Service creation for biological databases.,True,http://southgreen.cirad.fr/?q=content/Biosemantic
34597583,Atlas of clinically distinct cell states and ecosystems across human solid tumors.,False,
31159795,Targeted next generation sequencing as a tool for precision medicine.,False,
26140212,Building a multi-scaled geospatial temporal ecology database from disparate data sources: fostering open science and data reuse.,False,
31258155,"New UV-source catalogs, UV spectral database, UV variables and science tools from the GALEX surveys.",False,
34289491,The world within reach: An image database of reach-relevant environments.,False,
27378301,Recognizing metal and acid radical ion-binding sites by integrating ab initio modeling with template-based transferals.,True,http://zhanglab.ccmb.med.umich.edu/IonCom
25267602,A glycogene mutation map for discovery of diseases of glycosylation.,True,http://glymap.glycomics.ku.dk
31545165,A scalable platform for the development of cell-type-specific viral drivers.,False,
29790197,Establishing a publicly available national database of US news articles reporting agriculture-related injuries and fatalities.,False,
23735122,Software tool for 3D extraction of germinal centers.,False,
23443684,Protein complex-based analysis framework for high-throughput data sets.,True,http://www.flyrnai.org/compleat
30545857,Comprehensive functional genomic resource and integrative model for the human brain.,False,
33539874,Designer Condensates: A Toolkit for the Biomolecular Architect.,False,
26935085,"[Structural Study in the Platform for Drug Discovery, Informatics, and Structural Life Science].",False,
24808811,"Giving raw data a chance to talk: a demonstration of exploratory visual analytics with a pediatric research database using Microsoft Live Labs Pivot to promote cohort discovery, research, and quality assessment.",False,
21736739,An integrated ChIP-seq analysis platform with customizable workflows.,False,
30872350,A virome-wide clonal integration analysis platform for discovering cancer viral etiology.,False,
33169878,Open-access platform to synthesize knowledge of ape conservation across sites.,True,https://apeswiki.eva.mpg.de
32876848,Critical NIH Resources to Advance Therapies for Pain: Preclinical Screening Program and Phase II Human Clinical Trial Network.,False,
31199787,Pathogenicity and functional impact of non-frameshifting insertion/deletion variation in the human genome.,True,http://mutpred.mutdb.org/
33305310,Leveraging heterogeneous network embedding for metabolic pathway prediction.,False,
27828974,Smartphone-Based Distributed Data Collection Enables Rapid Assessment of Shorebird Habitat Suitability.,False,
27280867,A knowledge base for tracking the impact of genomics on population health.,False,
22211970,A knockout mouse resource for the biomedical research community.,False,
23339423,From desk to bed: computational simulations provide indication for rheumatoid arthritis clinical trials.,True,http://www.picb.ac.cn/ClinicalGenomicNTW/software.html--allows
28103917,A fast and robust protocol for metataxonomic analysis using RNAseq data.,False,
28566103,"Developing a ""toolkit"" to measure implementation of concurrent palliative care in rural community cancer centers.",False,
34951584,A modular platform for automated cryo-FIB workflows.,False,
27587678,Pathway-based approach using hierarchical components of collapsed rare variants.,True,http://statgen.snu.ac.kr/software/pharaoh/
32005800,Human and mouse essentiality screens as a resource for disease gene discovery.,False,
34272372,A database of submarine landslides offshore West and Southwest Iberia.,False,
32797645,Using collections of structural models to predict changes of binding affinity caused by mutations in protein-protein interactions.,False,
31468964,Method for Systematic Analogue Search Using the Mega SAR Matrix Database.,False,
25541702,Genetic diversity and population structure in a legacy collection of spring barley landraces adapted to a wide range of climates.,False,
25551156,A novel dysregulated pathway-identification analysis based on global influence of within-pathway effects and crosstalk between pathways.,True,http://bioinfo.hrbmu.edu.cn/PAGI
32162067,Isolation and mutational assessment of pancreatic cancer extracellular vesicles using a microfluidic platform.,False,
26523481,"Plants in silico: why, why now and what?--an integrative platform for plant systems biology research.",False,
21269487,"Geospatial resources for supporting data standards, guidance and best practice in health informatics.",False,
31474372,A Structure-Informed Atlas of Human-Virus Interactions.,False,
28583483,Toolkit for automated and rapid discovery of structural variants.,False,
27797769,Cancer driver gene discovery through an integrative genomics approach in a non-parametric Bayesian framework.,True,https://medschool.vanderbilt.edu/cgg/
31653930,A modular paper-and-plastic device for tuberculosis nucleic acid amplification testing in limited-resource settings.,False,
22377895,Rapid identification of non-human sequences in high-throughput sequencing datasets.,True,http://khavarilab.stanford.edu/resources.html
34725391,Redesigning an antibody H3 loop by virtual screening of a small library of human germline-derived sequences.,False,
29106641,The MAR databases: development and implementation of databases specific for marine metagenomics.,True,https://mmp.sfb.uit.no/databases/
32066737,A computational platform for high-throughput analysis of RNA sequences and modifications by mass spectrometry.,False,
29722888,Applying graph theory to protein structures: an Atlas of coiled coils.,True,http://coiledcoils.chm.bris.ac.uk/atlas/app
32860044,Prediction of protein-binding residues: dichotomy of sequence-based methods developed using structured complexes versus disordered proteins.,True,http://biomine.cs.vcu.edu/servers/hybridPBRpred/
32038710,Quantifying Gene Essentiality Based on the Context of Cellular Components.,True,http://www.cuilab.cn/sdi
21624155,The Translational Medicine Ontology and Knowledge Base: driving personalized medicine by bridging the gap between bench and bedside.,True,http://tm.semanticscience.org/sparql
27604473,Assessing morphology and function of the semicircular duct system: introducing new in-situ visualization and software toolbox.,True,http://www.earbank.org
26555444,RNA Thermodynamic Structural Entropy.,True,http://bioinformatics.bc.edu/clotelab/RNAentropy
29161266,Knowledge-based prediction of protein backbone conformation using a structural alphabet.,True,http://www.bo-protscience.fr/kpred/
21729923,In silico analysis of transcription factor repertoires and prediction of stress-responsive transcription factors from six major gramineae plants.,False,
30304510,Fast and global detection of periodic sequence repeats in large genomic resources.,False,
21743060,Annotation concept synthesis and enrichment analysis: a logic-based approach to the interpretation of high-throughput experiments.,False,
23132350,Long non-coding RNAs function annotation: a global prediction method based on bi-colored networks.,False,
24198707,Herbarium of vascular plants collection of the university of extremadura (Spain).,True,http://data.gbif.org/datasets/resource/255
26152987,Developing an Institutional Repository of Digital Health Information Content.,False,
34745214,Optimizing Sequencing Resources in Genotyped Livestock Populations Using Linear Programming.,False,
31267318,Discovery pipelines for marine resources: an ocean of opportunity for biotechnology?,False,
32531204,Combining Information from Crosslinks and Monolinks in the Modeling of Protein Structures.,False,
34890250,"A Genetic Toolkit for Investigating <i>Clavibacter</i> Species: Markerless Deletion, Permissive Site Identification, and an Integrative Plasmid.",False,
31702008,Database Resources of the National Genomics Data Center in 2020.,True,https://bigd.big.ac.cn
33237425,Database Development for Antibody Arrays.,False,
