pmid,title,has_resource_url,resource_url
30649297,RRMdb-an evolutionary-oriented database of RNA recognition motif sequences.,False,
31529041,PPNID: a reference database and molecular identification pipeline for plant-parasitic nematodes.,False,
30796988,PconsFam: An Interactive Database of Structure Predictions of Pfam Families.,False,
33226642,"Anuran Traits of the United States (ATraiU): a database for anuran traits-based conservation, management, and research.",False,
29547394,BIOPYDB: A Dynamic Human Cell Specific Biochemical Pathway Database with Advanced Computational Analyses Platform.,False,
28903538,POSSUM: a bioinformatics toolkit for generating numerical sequence feature descriptors based on PSSM profiles.,True,http://possum.erc.monash.edu/
28365722,OCaPPI-Db: an oligonucleotide probe database for pathogen identification through hybridization capture.,True,http://ocappidb.uca.works
29220461,SFMetaDB: a comprehensive annotation of mouse RNA splicing factor RNA-Seq datasets.,True,http://sfmetadb.ece.tamu.edu/
29726914,NGScloud: RNA-seq analysis of non-model species using cloud computing.,False,
32901023,"InvaCost, a public database of the economic costs of biological invasions worldwide.",False,
23930810,NGSPE: A pipeline for end-to-end analysis of DNA sequencing data and comparison between different platforms.,False,
32818254,DREIMT: a drug repositioning database and prioritization tool for immunomodulation.,True,http://www.dreimt.org
31399811,NaPLeS: a natural products likeness scorer-web application and database.,False,
29559379,Clonal expansion across the seas as seen through CPLP-TB database: A joint effort in cataloguing Mycobacterium tuberculosis genetic diversity in Portuguese-speaking countries.,True,http://cplp-tb.ff.ulisboa.pt
23244467,"COEUS: ""semantic web in a box"" for biomedical applications.",True,http://bioinformatics.ua.pt/coeus/
33882119,BC-TFdb: a database of transcription factor drivers in breast cancer.,True,https://www.dqweilab-sjtu.com/index.php
31008162,FASSEG: A FAce semantic SEGmentation repository for face image analysis.,False,
29768426,"The Ryerson Audio-Visual Database of Emotional Speech and Song (RAVDESS): A dynamic, multimodal set of facial and vocal expressions in North American English.",False,
28785418,CLIMB (the Cloud Infrastructure for Microbial Bioinformatics): an online resource for the medical microbiology community.,False,
25964298,RNA-Redesign: a web server for fixed-backbone 3D design of RNA.,True,http://rnaredesign.stanford.edu
27056367,OpenTrials: towards a collaborative open database of all available information on all clinical trials.,False,
27039767,OrCanome: a Comprehensive Resource for Oral Cancer.,False,
