pmid,title,has_resource_url,resource_url
26626150,MERAV: a tool for comparing gene expression across human tissues and cell types.,True,http://merav.wi.mit.edu
30772429,VGSC2: Second generation vector graph toolkit of genome synteny and collinearity.,True,http://bio.njfu.edu.cn/vgsc2
25521507,cisMEP: an integrated repository of genomic epigenetic profiles and cis-regulatory modules in Drosophila.,False,
23209562,Wiki-pi: a web-server of annotated human protein-protein interactions to aid in discovery of protein function.,True,http://severus.dbmi.pitt.edu/wiki-pi/
30956140,exceRpt: A Comprehensive Analytic Platform for Extracellular RNA Profiling.,True,genboree.org
27297497,VDJviz: a versatile browser for immunogenomics data.,False,
26542446,EnzDP: improved enzyme annotation for metabolic network reconstruction based on domain composition profiles.,True,http://www.comp.nus.edu.sg/~nguyennn/EnzDP
25433696,LigDig: a web server for querying ligand-protein interactions.,True,http://mcm.h-its.org/ligdig
34788279,MGEnrichment: A web application for microglia gene list enrichment analysis.,True,https://ciernialab.shinyapps.io/MGEnrichmentApp/
27130330,G-DOC Plus - an integrative bioinformatics platform for precision medicine.,True,https://gdoc.georgetown.edu
29989146,PHYLACINE 1.2: The Phylogenetic Atlas of Mammal Macroecology.,False,
27151202,CSM-lig: a web server for assessing and comparing protein-small molecule affinities.,True,http://structure.bioc.cam.ac.uk/csm_lig
27651835,XMetDB: an open access database for xenobiotic metabolism.,False,
23158523,"InSilico DB genomic datasets hub: an efficient starting point for analyzing genome-wide studies in GenePattern, Integrative Genomics Viewer, and R/Bioconductor.",True,https://insilicodb.org
23803467,GRN2SBML: automated encoding and annotation of inferred gene regulatory networks complying with SBML.,True,http://www.hki-jena.de/index.php/0/2/490
29788413,ezTag: tagging biomedical concepts via interactive learning.,True,http://eztag.bioqrator.org
32324217,MusiteDeep: a deep-learning based webserver for protein post-translational modification site prediction and visualization.,True,https://www.musite.net
29724163,EuGI: a novel resource for studying genomic islands to facilitate horizontal gene transfer detection in eukaryotes.,True,http://eugi.bi.up.ac.za
33999207,PERCEPTRON: an open-source GPU-accelerated proteoform identification pipeline for top-down proteomics.,True,https://perceptron.lums.edu.pk
28719998,Beta-lactamase database (BLDB) - structure and function.,True,http://bldb.eu
29474519,ViCTree: an automated framework for taxonomic classification from protein sequences.,True,http://bioinformatics.cvr.ac.uk/victree_web/
26666970,MycoCAP - Mycobacterium Comparative Analysis Platform.,True,http://mycobacterium.um.edu.my
26975659,NetDecoder: a network biology platform that decodes context-specific biological networks and gene activities.,True,http://www.NetDecoder.org
27391578,SwissSimilarity: A Web Tool for Low to Ultra High Throughput Ligand-Based Virtual Screening.,True,http://www.swisssimilarity.ch
22645168,AS-EAST: a functional annotation tool for putative proteins encoded by alternatively spliced transcripts.,True,http://as-alps.nagahama-i-bio.ac.jp/ASEAST/
34115214,WheatQTLdb: a QTL database for wheat.,False,
34688246,TAGOPSIN: collating taxa-specific gene and protein functional and structural information.,False,
23866767,AcuTrials®: an online database of randomized controlled trials and systematic reviews of acupuncture.,False,
32810405,BRIDGE: An Open Platform for Reproducible High-Throughput Free Energy Simulations.,False,
24573881,"AnaLysis of Expression on human chromosome 21, ALE-HSA21: a pilot integrated web resource.",True,http://bioinfo.na.iac.cnr.it/ALE-HSA21
24312569,Real-time fMRI pattern decoding and neurofeedback using FRIEND: an FSL-integrated BCI toolbox.,False,
23180575,Vivaldi: visualization and validation of biomacromolecular NMR structures from the PDB.,True,http://pdbe.org/vivaldi
21513511,Ultra-fast sequence clustering from similarity networks with SiLiX.,True,http://lbbe.univ-lyon1.fr/SiLiX
31696928,PCIR: a database of Plant Chloroplast Inverted Repeats.,False,
27158917,"Interactive Exploration, Analysis, and Visualization of Complex Phenome-Genome Datasets with ASPIREdb.",True,http://aspiredb.chibi.ubc.ca
24493591,CellGeo: a computational platform for the analysis of shape changes in cells with complex geometries.,False,
26481321,BubbleGUM: automatic extraction of phenotype molecular signatures and comprehensive visualization of multiple Gene Set Enrichment Analyses.,True,http://www.ciml.univ-mrs.fr/applications/BubbleGUM/index.html
32442279,"Fluxer: a web application to compute, analyze and visualize genome-scale metabolic flux networks.",True,https://fluxer.umbc.edu
31917259,Gclust: A Parallel Clustering Tool for Microbial Genomic Data.,True,http://niulab.scgrid.cn/gclust
27083180,SEARCHBreast: a new resource to locate and share surplus archival material from breast cancer animal models to help address the 3Rs.,True,https://searchbreast.org
30147447,BioTIME: A database of biodiversity time series for the Anthropocene.,False,
31924845,SWAV: a web-based visualization browser for sliding window analysis.,True,http://swav.popgenetics.net
21586582,iPBA: a tool for protein structure comparison using sequence alignment strategies.,True,http://www.dsimb.inserm.fr/dsimb_tools/ipba/
29473009,COREMIC: a web-tool to search for a niche associated CORE MICrobiome.,True,http://coremic2.appspot.com
21372341,Key2Ann: a tool to process sequence sets by replacing database identifiers with a human-readable annotation.,True,http://www-bioinf.uni-regensburg.de/downl/Key2Ann.zip
22829735,RAmiRNA: Software suite for generation of SVMbased prediction models of mature miRNAs.,True,http://ircb.iiita.ac.in
26044860,The NITRC image repository.,True,http://www.nitrc.org
32436933,iWhale: a computational pipeline based on Docker and SCons for detection and annotation of somatic variants in cancer WES data.,True,https://hub.docker.com/r/alexcoppe/iwhale
28365742,WikiGenomes: an open web application for community consumption and curation of gene annotation data in Wikidata.,True,http://www.wikigenomes.org
24444495,Igloo-Plot: a tool for visualization of multidimensional datasets.,True,http://metagenomics.atc.tcs.com/IglooPlot/
31261733,3D-PP: A Tool for Discovering Conserved Three-Dimensional Protein Patterns.,True,https://appsbio.utalca.cl/3d-pp/
33243176,CAPRIB: a user-friendly tool to study amino acid changes and selection for the exploration of intra-genus evolution.,False,
33196823,CellMiner Cross-Database (CellMinerCDB) version 1.2: Exploration of patient-derived cancer cell line pharmacogenomics.,False,
28449106,"MicrobiomeAnalyst: a web-based tool for comprehensive statistical, visual and meta-analysis of microbiome data.",True,http://www.microbiomeanalyst.ca
21904425,SSPred: A prediction server based on SVM for the identification and classification of proteins involved in bacterial secretion systems.,True,http://www.bioinformatics.org/sspred
29659710,SnapperDB: a database solution for routine sequencing analysis of bacterial isolates.,False,
24300438,ISRNA: an integrative online toolkit for short reads from high-throughput sequencing data.,True,http://omicslab.genetics.ac.cn/ISRNA/
