pmid,title,has_resource_url,resource_url
31350561,BioNorm: deep learning-based event normalization for the curation of reaction databases.,False,
32588040,mAML: an automated machine learning pipeline with a microbiome repository for human disease classification.,True,http://lab.malab.cn/soft/mAML
22909249,"Bio.Phylo: a unified toolkit for processing, analyzing and visualizing phylogenetic trees in Biopython.",True,http://biopython.org
29070028,riboviz: analysis and visualization of ribosome profiling datasets.,True,http://www.riboviz.org
29927076,The GWIPS-viz Browser.,False,
21653513,FACIL: Fast and Accurate Genetic Code Inference and Logo.,True,http://www.cmbi.ru.nl/FACIL/
29186338,Cpf1-Database: web-based genome-wide guide RNA library design for gene knockout screens using CRISPR-Cpf1.,True,http://www.rgenome.net/cpf1-database/
32703160,BiPOm: a rule-based ontology to represent and infer molecule knowledge from a biological process-centered viewpoint.,False,
29616063,MorphDB: Prioritizing Genes for Specialized Metabolism Pathways and Gene Ontology Categories in Plants.,True,http://bioinformatics.psb.ugent.be/webtools/morphdb/morphDB/index/
26405458,DAPPER: a data-mining resource for protein-protein interactions.,False,
29086120,"QuBiLS-MAS, open source multi-platform software for atom- and bond-based topological (2D) and chiral (2.5D) algebraic molecular descriptors computations.",False,
28460071,Interactive microbial distribution analysis using BioAtlas.,True,http://bioatlas.compbio.sdu.dk/
32785962,The Repository Chemotion: Infrastructure for Sustainable Research in Chemistry*.,False,
32791200,BMT: Bioinformatics mini toolbox for comprehensive DNA and protein analysis.,False,
27655341,Automating NEURON Simulation Deployment in Cloud Resources.,False,
23091487,CMD: A Database to Store the Bonding States of Cysteine Motifs with Secondary Structures.,False,
31319888,Shiny-Seq: advanced guided transcriptome analysis.,True,https://schultzelab.shinyapps.io/Shiny-Seq/
32399567,FastTargetPred: a program enabling the fast prediction of putative protein targets for input chemical databases.,False,
30781586,CVm6A: A Visualization and Exploration Database for m⁶As in Cell Lines.,False,
32469073,piNET: a versatile web platform for downstream analysis and visualization of proteomics data.,True,http://pinet-server.org
33863373,IrGO: Iranian traditional medicine General Ontology and knowledge base.,True,http://ir-go.net/
21372087,GBOOST: a GPU-based tool for detecting gene-gene interactions in genome-wide case control studies.,True,http://bioinformatics.ust.hk/BOOST.html#GBOOST
22827703,Short read sequence typing (SRST): multi-locus sequence types from short reads.,False,
22335941,BLANNOTATOR: enhanced homology-based function prediction of bacterial proteins.,True,http://ekhidna.biocenter.helsinki.fi/poxo/blannotator/
34556781,"An updated, computable MEDication-Indication resource for biomedical research.",False,
27812340,Advanced Neuropsychological Diagnostics Infrastructure (ANDI): A Normative Database Created from Control Datasets.,False,
26546514,DESM: portal for microbial knowledge exploration systems.,True,http://www.cbrc.kaust.edu.sa/desm
27153686,MOLGENIS/connect: a system for semi-automatic integration of heterogeneous phenotype data with applications in biobanks.,True,http://www.molgenis.org/connect
21450711,pathClass: an R-package for integration of pathway knowledge into support vector machines for biomarker discovery.,True,http://cran.r-project.org
22139937,NRG-CING: integrated validation reports of remediated experimental biomolecular NMR data and coordinates in wwPDB.,True,http://nmr.cmbi.ru.nl/NRG-CING
27824078,PGAdb-builder: A web service tool for creating pan-genome allele database for molecular fine typing.,True,http://wgmlstdb.imst.nsysu.edu.tw
22789590,CBrowse: a SAM/BAM-based contig browser for transcriptome assembly visualization and analysis.,True,http://bioinfolab.muohio.edu/CBrowse/
34061826,"Galaxy-ML: An accessible, reproducible, and scalable machine learning toolkit for biomedicine.",True,https://galaxyproject.org/community/machine-learning/
22253280,BamView: visualizing and interpretation of next-generation sequencing read alignments.,True,http://www.sanger.ac.uk/resources/software/artemis/
23761453,The FunFOLD2 server for the prediction of protein-ligand interactions.,True,http://www.reading.ac.uk/bioinf/FunFOLD/FunFOLD_form_2_0.html
33129201,IHP-PING-generating integrated human protein-protein interaction networks on-the-fly.,False,
30624596,OTUX: V-region specific OTU database for improved 16S rRNA OTU picking and efficient cross-study taxonomic comparison of microbiomes.,False,
32358997,ProNetView-ccRCC: A Web-Based Portal to Interactively Explore Clear Cell Renal Cell Carcinoma Proteogenomics Networks.,True,http://ccrcc.cptac-network-view.org/
34429154,"CogTale: an online platform for the evaluation, synthesis, and dissemination of evidence from cognitive interventions studies.",False,
27603513,SMEpred workbench: A web server for predicting efficacy of chemicallymodified siRNAs.,True,http://bioinfo.imtech.res.in/manojk/smepred
30332446,LexiRumah: An online lexical database of the Lesser Sunda Islands.,False,
32669554,"CerebrA, registration and manual label correction of Mindboggle-101 atlas for MNI-ICBM152 template.",False,
28881874,Oncopression: gene expression compendium for cancer with matched normal tissues.,True,http://www.oncopression.com
26192091,The Plant Genome Integrative Explorer Resource: PlantGenIE.org.,False,
32321166,APAlyzer: a bioinformatics package for analysis of alternative polyadenylation isoforms.,True,https://bioconductor.org/packages/release/bioc/html/APAlyzer.html
27352221,Recommendations of the DNA Commission of the International Society for Forensic Genetics (ISFG) on quality control of autosomal Short Tandem Repeat allele frequency databasing (STRidER).,True,http://strider.online
