pmid,title,has_resource_url,resource_url
30508159,KnotProt 2.0: a database of proteins with knots and other entangled structures.,False,
21914464,IGD: a resource for intronless genes in the human genome.,True,http://www.bioinfo-cbs.org/igd
25388589,iPathCons and iPathDB: an improved insect pathway construction tool and the database.,True,http://ento.njau.edu.cn/ipath/
35134148,CATA: a comprehensive chromatin accessibility database for cancer.,True,http://www.xiejjlab.bio/cata/
31263870,ValTrendsDB: bringing Protein Data Bank validation information closer to the user.,True,http://ncbr.muni.cz/ValTrendsDB
27152146,The Non-Coding RNA Ontology (NCRO): a comprehensive resource for the unification of non-coding RNA biology.,True,http://purl.obolibrary.org/obo/ncro.owl
28111366,Orchidstra 2.0-A Transcriptomics Resource for the Orchid Family.,True,http://orchidstra2.abrc.sinica.edu.tw
28147217,CCG: an integrative resource of cancer protein-coding genes and long noncoding RNAs.,True,http://ccg.xingene.net
21536137,"Proteopedia: a status report on the collaborative, 3D web-encyclopedia of proteins and other biomolecules.",True,http://www.proteopedia.org
28708269,Heme Oxygenase Database (HemeOxDB) and QSAR Analysis of Isoform 1 Inhibitors.,True,http://www.researchdsf.unict.it/hemeoxdb/
24923821,IFIM: a database of integrated fitness information for microbial genes.,True,http://cefg.uestc.edu.cn/ifim/
29194536,circlncRNAnet: an integrated web-based resource for mapping functional networks of long or circular forms of noncoding RNAs.,True,http://app.cgu.edu.tw/circlnc/
27242033,gEVE: a genome-based endogenous viral element database provides comprehensive viral protein-coding sequences in mammalian genomes.,True,http://geve.med.u-tokai.ac.jp
29097748,KIXBASE: A comprehensive web resource for identification and exploration of KIX domains.,True,http://www.nipgr.res.in/kixbase/home.php
33037820,The Bgee suite: integrated curated expression atlas and comparative transcriptomics in animals.,True,https://bgee.org/
24265221,ArchDB 2014: structural classification of loops in proteins.,True,http://sbi.imim.es/archdb
22301388,"Analysis of high accuracy, quantitative proteomics data in the MaxQB database.",True,http://www.biochem.mpg.de/maxqb
34700680,NCI Imaging Data Commons.,True,https://portal.imagingdatacommons.cancer.gov
27899676,TransportDB 2.0: a database for exploring membrane transporters in sequenced genomes from all domains of life.,True,http://www.membranetransport.org/transportDB2/
22715304,FBIS: A regional DNA barcode archival & analysis system for Indian fishes.,True,http://mail.nbfgr.res.in/fbis/
24767249,Genome-wide Mycobacterium tuberculosis variation (GMTV) database: a new tool for integrating sequence variations and epidemiology.,True,http://mtb.dobzhanskycenter.org
22649282,Florabank1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region).,True,http://projects.biodiversity.be/ifblAll
24143170,Can inferred provenance and its visualisation be used to detect erroneous annotation? A case study using UniProtKB.,True,http://homepages.cs.ncl.ac.uk/m.j.bell1/sentence_analysis/
33539888,PPD: A Manually Curated Database for Experimentally Verified Prokaryotic Promoters.,True,http://lin-group.cn/database/ppd/
21960044,Comparison of embryonic expression within multigene families using the FlyExpress discovery platform reveals more spatial than temporal divergence.,False,
23973272,An innovative portal for rare genetic diseases research: the semantic Diseasecard.,True,http://bioinformatics.ua.pt/diseasecard/
23203876,OrtholugeDB: a bacterial and archaeal orthology resource for improved comparative genomic analysis.,True,http://www.pathogenomics.sfu.ca/ortholugedb
"25052702, 30407590",Standardized description of scientific evidence using the Evidence Ontology (ECO).,True,http://evidenceontology.org
"29301376, 34014674","SistematX, an Online Web-Based Cheminformatics Tool for Data Management of Secondary Metabolites.",True,http://sistematx.ufpb.br
33270889,MethHC 2.0: information repository of DNA methylation and gene expression in human cancer.,True,http://awi.cuhk.edu.cn/∼MethHC
33449976,rfaRm: An R client-side interface to facilitate the analysis of the Rfam database of RNA families.,False,
21544197,CORE: a phylogenetically-curated 16S rDNA database of the core oral microbiome.,True,http://microbiome.osu.edu
29040670,Virus taxonomy: the database of the International Committee on Taxonomy of Viruses (ICTV).,True,http://ictv.global
30285109,LncRNADisease 2.0: an updated database of long non-coding RNA-associated diseases.,True,http://www.rnanut.net/lncrnadisease/
"28541377, 32449934",ASAP: a web-based platform for the analysis and interactive visualization of single-cell RNA-seq data.,True,asap.epfl.ch
29745830,MEGADOCK-Web: an integrated database of high-throughput structure-based protein-protein interaction predictions.,True,http://www.bi.cs.titech.ac.jp/megadock-web/
33287903,KVarPredDB: a database for predicting pathogenicity of missense sequence variants of keratin genes associated with genodermatoses.,True,http://bioinfo.zju.edu.cn/KVarPredDB
23193254,UCNEbase--a database of ultraconserved non-coding elements and genomic regulatory blocks.,True,http://ccg.vital-it.ch/UCNEbase
