pmid,title,has_resource_url,resource_url
23761449,PosMed: Ranking genes and bioresources based on Semantic Web Association Study.,True,http://biolod.org/PosMed
29036298,myVCF: a desktop application for high-throughput mutations data management.,True,https://apietrelli.github.io/myVCF/
31028400,"Updated MS²PIP web server delivers fast and accurate MS² peak intensity prediction for multiple fragmentation methods, instruments and labeling techniques.",True,https://iomics.ugent.be/ms2pip/
24564496,RMaNI: Regulatory Module Network Inference framework.,True,http://inspect.braembl.org.au/bi/inspect/rmani
31836898,SGID: a comprehensive and interactive database of the silkworm.,False,
24838565,DINIES: drug-target interaction network inference engine based on supervised analysis.,True,http://www.genome.jp/tools/dinies/
33672700,PSC-db: A Structured and Searchable 3D-Database for Plant Secondary Compounds.,False,
27105848,miRNet - dissecting miRNA-target interactions and functional associations through network-based visual analysis.,True,http://www.mirnet.ca
31680168,TSEA-DB: a trait-tissue association map for human complex traits and diseases.,True,https://bioinfo.uth.edu/TSEADB/
33104800,FlyRNAi.org-the database of the Drosophila RNAi screening center and transgenic RNAi project: 2021 update.,False,
22067456,FlyRNAi.org--the database of the Drosophila RNAi screening center: 2012 update.,True,http://www.flyrnai.org
30339216,GFDP: the gene family database in poplar.,False,
23431356,crcTRP: a translational research platform for colorectal cancer.,False,
29457794,Recon3D enables a three-dimensional view of gene variation in human metabolism.,True,http://vmh.life
26590258,"MitoAge: a database for comparative analysis of mitochondrial DNA, with a special focus on animal longevity.",True,http://www.mitoage.org
34883995,COLAEVA: Visual Analytics and Data Mining Web-Based Tool for Virtual Coaching of Older Adult Populations.,False,
31848596,RHPCG: a database of the Regulation of the Hippo Pathway in Cancer Genome.,False,
30820575,Update on cpnDB: a reference database of chaperonin sequences.,True,http://www.cpndb.ca
31081014,iMKT: the integrative McDonald and Kreitman test.,True,https://imkt.uab.cat
32421831,ToxicoDB: an integrated database to mine and visualize large-scale toxicogenomic datasets.,False,
32061934,HMI-PRED: A Web Server for Structural Prediction of Host-Microbe Interactions Based on Interface Mimicry.,True,https://interactome.ku.edu.tr/hmi
26635394,RBP-Var: a database of functional variants involved in regulation mediated by RNA-binding proteins.,True,http://www.rbp-var.biols.ac.cn/
25009553,YouGenMap: a web platform for dynamic multi-comparative mapping and visualization of genetic maps.,True,http://conifergdb.miamioh.edu/yougenmap
25540186,Knowledge-based modeling of peptides at protein interfaces: PiPreD.,True,http://www.bioinsilico.org/PIPRED
24244640,CNVannotator: a comprehensive annotation server for copy number variation in the human genome.,True,http://bioinfo.mc.vanderbilt.edu/CNVannotator/
