pmid,title,has_resource_url,resource_url
27161010,ToxEvaluator: an integrated computational platform to aid the interpretation of toxicology study-related findings.,True,http://ctdbase.org
33640787,OctSurf: Efficient hierarchical voxel-based molecular surface representation for protein-ligand affinity prediction.,True,https://github.uconn.edu/mldrugdiscovery/OctSurf
32096105,"Spanish affective normative data for 1,406 words rated by children and adolescents (SANDchild).",True,https://psico.fcep.urv.cat/exp/files/SANDchild.xlsx
34580179,OrtSuite: from genomes to prediction of microbial interactions within targeted ecosystem processes.,False,
27049721,Tissue repair genes: the TiRe database and its implication for skin wound healing.,True,http://www.tiredb.org
24124417,MOBBED: a computational data infrastructure for handling large collections of event-rich time series datasets in MATLAB.,True,http://visual.cs.utsa.edu/mobbed
34500471,scDeepSort: a pre-trained cell-type annotation method for single-cell transcriptomics using deep learning with a weighted graph neural network.,False,
33275647,"MANTA, an integrative database and analysis platform that relates microbiome and phenotypic data.",True,https://mizuguchilab.org/manta/
23304296,ICDA: a platform for Intelligent Care Delivery Analytics.,False,
25210953,SANTA: quantifying the functional content of molecular networks.,True,http://bioconductor.org/packages/release/bioc/html/SANTA.html
28716078,COGNATE: comparative gene annotation characterizer.,True,https://www.zfmk.de/en/COGNATE
25329307,IMPACT_S: integrated multiprogram platform to analyze and combine tests of selection.,False,
21273816,A database for the analysis of immunity genes in Drosophila: PADMA database.,True,http://www.padmadatabase.org
34522291,HistoClean: Open-source software for histological image pre-processing and augmentation to improve development of robust convolutional neural networks.,False,
26101548,Open Drug Discovery Toolkit (ODDT): a new open-source player in the drug discovery field.,False,
32912315,GetOrganelle: a fast and versatile toolkit for accurate de novo assembly of organelle genomes.,False,
"25352555, 31576635","SASBDB, a repository for biological small-angle scattering data.",True,http://www.sasbdb.org
22689643,MoNetFamily: a web server to infer homologous modules and module-module interaction networks in vertebrates.,True,http://monetfamily.life.nctu.edu.tw
25990735,"MyProteinNet: build up-to-date protein interaction networks for organisms, tissues and user-defined contexts.",True,http://netbio.bgu.ac.il/myproteinnet
34618085,iRegNet: an integrative Regulatory Network analysis tool for Arabidopsis thaliana.,True,http://chromatindynamics.snu.ac.kr:8082/iRegNet_main
21715382,ncFANs: a web server for functional annotation of long non-coding RNAs.,True,http://www.ebiomed.org/ncFANs/
