original_record_num,record_index,database_name,long_database_name,pmids,found_urls,url_source,match_quality,notes
1255,454,moving,,36416193,NOT_FOUND,not_available,,No URLs found in abstracts
1257,455,delfos,,38498764,NOT_FOUND,not_available,,No URLs found in abstracts
1258,456,,real world,39850579,NOT_FOUND,not_available,,No URLs found in abstracts
1262,458,,proteolysis targeting chimera,35397401,NOT_FOUND,not_available,,No URLs found in abstracts
1264,459,,gastric cancer multiplex immunohistochemistry,37343324,NOT_FOUND,not_available,,No URLs found in abstracts
1274,465,marim,,39970812,NOT_FOUND,not_available,,No URLs found in abstracts
1277,466,indel,,37457340,NOT_FOUND,not_available,,No URLs found in abstracts
1282,467,,and computation toolbox for,39716522,NOT_FOUND,not_available,,No URLs found in abstracts
1284,468,obocap,,39383500,NOT_FOUND,not_available,,No URLs found in abstracts
1286,470,,embrane mixer,35104125,NOT_FOUND,not_available,,No URLs found in abstracts
1289,472,,pgtailor,37055538,NOT_FOUND,not_available,,No URLs found in abstracts
1290,473,,genome browser,35088925,NOT_FOUND,not_available,,No URLs found in abstracts
1292,474,3d,,38624007,NOT_FOUND,not_available,,No URLs found in abstracts
1295,475,,resource allocation for integrated space,35957333,NOT_FOUND,not_available,,No URLs found in abstracts
1301,477,kids,,37788089,NOT_FOUND,not_available,,No URLs found in abstracts
1303,478,,genecarna,38927512,NOT_FOUND,not_available,,No URLs found in abstracts
1304,479,anzup,,36352543,NOT_FOUND,not_available,,No URLs found in abstracts
1315,485,,videos of physical exercise and sedentary behaviours,38898737,NOT_FOUND,not_available,,No URLs found in abstracts
1326,491,akr,,38878851,NOT_FOUND,not_available,,No URLs found in abstracts
1333,497,dphy,,35900347,NOT_FOUND,not_available,,No URLs found in abstracts
1351,506,crux,,36598107,NOT_FOUND,not_available,,No URLs found in abstracts
1362,512,old,,38683334,NOT_FOUND,not_available,,No URLs found in abstracts
1363,513,,dataset fine,40102511,NOT_FOUND,not_available,,No URLs found in abstracts
1367,515,summit,,38129112,NOT_FOUND,not_available,,No URLs found in abstracts
