original_record_num,record_index,database_name,long_database_name,pmids,found_urls,url_source,match_quality,notes
3973,1655,,toolbox for assessing neuronal network reconstruction,38790353,NOT_FOUND,not_available,,No URLs found in abstracts
3974,1656,,causal agent of camellia flower blight,36513026,NOT_FOUND,not_available,,No URLs found in abstracts
3979,1661,,fishsct,36971993,NOT_FOUND,not_available,,No URLs found in abstracts
3980,1662,,covid-19 data exchange platform of the german university medicine,35612174,NOT_FOUND,not_available,,No URLs found in abstracts
3983,1665,,first complete genome resource,36415136,NOT_FOUND,not_available,,No URLs found in abstracts
3984,1666,,review on human action recognition in smart living,37300008,NOT_FOUND,not_available,,No URLs found in abstracts
3986,1668,,expression of concern | disgenet | interaction database,39888724,NOT_FOUND,not_available,,No URLs found in abstracts
3988,1670,,fishsed,37758906,NOT_FOUND,not_available,,No URLs found in abstracts
3989,1671,,bio-inorganic chemistry,36005821,NOT_FOUND,not_available,,No URLs found in abstracts
3995,1676,,tailored metal-based catalysts,39348603,NOT_FOUND,not_available,,No URLs found in abstracts
3996,1677,seer,,39102880,NOT_FOUND,not_available,,No URLs found in abstracts
3998,1679,,biomolecular toolbox for precision nanomotors,36055646,NOT_FOUND,not_available,,No URLs found in abstracts
3999,1680,,categories in social interaction: unlocking the resources of conversation analysis and membership categorization for psychological science,39348849,NOT_FOUND,not_available,,No URLs found in abstracts
4006,1686,,digital ecosystem platform,39086980,NOT_FOUND,not_available,,No URLs found in abstracts
4009,1689,,multimodal 3d mouse brain atlas,36809643,NOT_FOUND,not_available,,No URLs found in abstracts
4013,1693,,guinea pig preimplantation embryos,37284942,NOT_FOUND,not_available,,No URLs found in abstracts
4014,1694,,comparative proteomic atlas of two,39808083,NOT_FOUND,not_available,,No URLs found in abstracts
4016,1696,,regulatory network,40070311,NOT_FOUND,not_available,,No URLs found in abstracts
4017,1697,,review of natural organisms and bioinspired strategies,38104272,NOT_FOUND,not_available,,No URLs found in abstracts
4019,1698,,mapping mouse metabolic tissue atlas by mid-infrared imaging with heavy water labeling,35319171,NOT_FOUND,not_available,,No URLs found in abstracts
4022,1701,,versatile coating platform for metal oxide nanoparticles,35483044,NOT_FOUND,not_available,,No URLs found in abstracts
4023,1702,,black phosphorous aptamer-based platform for biomarker detection,35220933,NOT_FOUND,not_available,,No URLs found in abstracts
4024,1703,,comparison of database searching programs for the analysis of single-cell proteomics data,36892105,NOT_FOUND,not_available,,No URLs found in abstracts
4026,1705,,ecotoxxplorer,34762316,NOT_FOUND,not_available,,No URLs found in abstracts
4027,1706,,cultivable endophyte resources in medicinal plants and effects on hosts,37629552,NOT_FOUND,not_available,,No URLs found in abstracts
4028,1707,,cucumber-db,38907525,NOT_FOUND,not_available,,No URLs found in abstracts
4037,1716,ilabdb,,37777465,NOT_FOUND,not_available,,No URLs found in abstracts
4039,1718,,pagerank | finder based algorithm for multimedia resources in preschool education,35909855,NOT_FOUND,not_available,,No URLs found in abstracts
4041,1720,,normalizing large scale sensor-based mwd data,38400367,NOT_FOUND,not_available,,No URLs found in abstracts
4042,1721,,cataloguing protein complexes in planta using turboid-catalyzed proximity labeling,37450157,NOT_FOUND,not_available,,No URLs found in abstracts
4043,1722,rlkdb,,38384129,NOT_FOUND,not_available,,No URLs found in abstracts
4045,1724,,catching nucleosome by its decorated tails determines its functional states,35910215,NOT_FOUND,not_available,,No URLs found in abstracts
4049,1728,,atlas of tumor metabolism uncovers gene-metabolite interactions,37417838,NOT_FOUND,not_available,,No URLs found in abstracts
4050,1729,adgap,,40383374,NOT_FOUND,not_available,,No URLs found in abstracts
4051,1730,,a health care clinical data platform for rapid deployment of artificial intelligence and machine learning algorithms for cancer care and oncology clinical trials,39466099,NOT_FOUND,not_available,,No URLs found in abstracts
4052,1731,,causal pathogen of foliage blight and shoot dieback of,36074693,NOT_FOUND,not_available,,No URLs found in abstracts
4054,1733,,toolkit to probe amyloid oligomer inhibition in neurodegenerative diseases,38712695,NOT_FOUND,not_available,,No URLs found in abstracts
4056,1735,,nbatlas,39368085,NOT_FOUND,not_available,,No URLs found in abstracts
4058,1737,,inkjet-printed graphene multielectrode arrays | lt;i&gt;in,40285727,NOT_FOUND,not_available,,No URLs found in abstracts
4060,1739,,electricity-driven microbial metabolism of carbon and nitrogen,36877891,NOT_FOUND,not_available,,No URLs found in abstracts
