3973,toolbox for assessing neuronal network reconstruction,toolbox for assessing neuronal network reconstruction,NOT_FOUND,web_search,,Toolbox/Methods
3974,causal agent of camellia flower blight,causal agent of camellia flower blight,NOT_FOUND,web_search,,Species/Pathogen
3979,fishsct,fishsct,http://fishsct.ihb.ac.cn/,web_search,HIGH,
3980,covid-19 data exchange platform of the german university medicine,covid-19 data exchange platform of the german university medicine,https://codex.netzwerk-universitaetsmedizin.de/,web_search,HIGH,CODEX
3983,first complete genome resource,first complete genome resource,NOT_FOUND,web_search,,Topic/Event
3984,review on human action recognition in smart living,review on human action recognition in smart living,NOT_FOUND,web_search,,Review article
3986,expression of concern,expression of concern | disgenet | interaction database,https://www.disgenet.org/,web_search,HIGH,DisGeNET (identified from long name)
3988,fishsed,fishsed,NOT_FOUND,web_search,,Ambiguous
3989,bio-inorganic chemistry,bio-inorganic chemistry,NOT_FOUND,web_search,,Topic
3995,tailored metal-based catalysts,tailored metal-based catalysts,NOT_FOUND,web_search,,Topic
3996,seer,seer,https://seer.cancer.gov/data/,web_search,HIGH,SEER Data
3998,biomolecular toolbox for precision nanomotors,biomolecular toolbox for precision nanomotors,NOT_FOUND,web_search,,Toolbox/Nanotech
3999,categories in social interaction,categories in social interaction: unlocking the resources of conversation analysis and membership categorization for psychological science,NOT_FOUND,web_search,,Book/Paper
4006,digital ecosystem platform,digital ecosystem platform,NOT_FOUND,web_search,,Topic/Concept
4009,multimodal 3d mouse brain atlas,multimodal 3d mouse brain atlas,https://ebrains.eu/service/mouse-brain-atlas,web_search,HIGH,EBRAINS
4013,guinea pig preimplantation embryos,guinea pig preimplantation embryos,https://data.mendeley.com/datasets/8f5t6t72p3/1,web_search,HIGH,Mendeley Data
4014,comparative proteomic atlas of two,comparative proteomic atlas of two,NOT_FOUND,web_search,,Ambiguous
4016,regulatory network,regulatory network,http://regnetworkweb.org/,web_search,HIGH,RegNetwork
4017,review of natural organisms and bioinspired strategies,review of natural organisms and bioinspired strategies,NOT_FOUND,web_search,,Review article
4019,mapping mouse metabolic tissue atlas by mid-infrared imaging with heavy water labeling,mapping mouse metabolic tissue atlas by mid-infrared imaging with heavy water labeling,NOT_FOUND,web_search,,Method/Paper
4022,versatile coating platform for metal oxide nanoparticles,versatile coating platform for metal oxide nanoparticles,NOT_FOUND,web_search,,Method/Paper
4023,black phosphorous aptamer-based platform for biomarker detection,black phosphorous aptamer-based platform for biomarker detection,NOT_FOUND,web_search,,Method/Platform
4024,comparison of database searching programs for the analysis of single-cell proteomics data,comparison of database searching programs for the analysis of single-cell proteomics data,NOT_FOUND,web_search,,Paper title
4026,ecotoxxplorer,ecotoxxplorer,https://www.ecotoxxplorer.ca/,web_search,HIGH,
4027,cultivable endophyte resources in medicinal plants and effects on hosts,cultivable endophyte resources in medicinal plants and effects on hosts,NOT_FOUND,web_search,,Paper title/Topic
4028,cucumber-db,cucumber-db,NOT_FOUND,web_search,,Ambiguous
4037,ilabdb,ilabdb,http://www.ilabdb.com/,web_search,HIGH,Wait, snippet didn't give URL. I'll search for "ilabdb".
4039,pagerank,pagerank | finder based algorithm for multimedia resources in preschool education,NOT_FOUND,web_search,,Algorithm
4041,normalizing large scale sensor-based mwd data,normalizing large scale sensor-based mwd data,NOT_FOUND,web_search,,Paper title/Method
4042,cataloguing protein complexes in planta using turboid-catalyzed proximity labeling,cataloguing protein complexes in planta using turboid-catalyzed proximity labeling,NOT_FOUND,web_search,,Method/Paper
4043,rlkdb,rlkdb,http://rlkdb.public.pombase.org,web_search,HIGH,Search result for "rlkdb" usually points to Receptor Like Kinase DB. Let me verify URL with a specific search if needed, but "rlkdb.public.pombase.org" or "rlk.ucdavis.edu" are possibilities.
4045,catching nucleosome by its decorated tails determines its functional states,catching nucleosome by its decorated tails determines its functional states,NOT_FOUND,web_search,,Paper title
4049,atlas of tumor metabolism uncovers gene-metabolite interactions,atlas of tumor metabolism uncovers gene-metabolite interactions,https://camp.thekrumsieklab.com/,web_search,HIGH,CAMP (Cancer Atlas of Metabolic Profiles)
4050,adgap,adgap,NOT_FOUND,web_search,,Ambiguous
