pmid,title,category,has_fulltext,fulltext_source,fulltext_length,urls_found,urls_count,best_url,best_url_score,best_url_title_match,best_url_matched_keywords,best_url_context,best_url_is_live,best_url_status,best_url_error,all_url_details
"""27261064"," 27987171, 29069403"",A Collection of Conserved Noncoding Sequences to Study Gene Regulation in Flowering Plants.",,False,,0,,0,,0.0,False,,,False,,,
"""23193264"," 24259429, 29688360, 23193287, 25414350, 33196830"",Database resources of the National Center for Biotechnology Information.",,False,,0,,0,,0.0,False,,,False,,,
"""22075998"," 23193274, 23448259"",ENCODE whole-genome data in the UCSC Genome Browser: update 2012.",,False,,0,,0,,0.0,False,,,False,,,
"""27794045"," 33211864, 30407557"",Update of the FANTOM web resource: high resolution transcriptome of diverse cell types in mammals.",,False,,0,,0,,0.0,False,,,False,,,
"""22086951"," 23155063, 25428374, 26590259, 24227676, 26740527, 29106570, 30407534, 31691824"",The UCSC Genome Browser database: extensions and updates 2011.",,False,,0,,0,,0.0,False,,,False,,,
"""24265223"," 24318814"",EMAGE mouse embryo spatial gene expression database: 2014 update.",,False,,0,,0,,0.0,False,,,False,,,
"""21752111"," 33146890, 22688270"",The Human Protein Atlas as a proteomic resource for biomarker discovery.",,False,,0,,0,,0.0,False,,,False,,,
"""27153631"," 29186503"",MINTbase: a framework for the interactive exploration of mitochondrial and nuclear tRNA fragments.",,False,,0,,0,,0.0,False,,,False,,,
"""22737589"," 27899561, 30395293, 31602479, 24393765, 25398906, 26615191, 29140470, 33095870"",Fungal genome resources at NCBI.",,False,,0,,0,,0.0,False,,,False,,,
"""24243843"," 25636622, 33095861"",""DEG 10, an update of the database of essential genes that includes both protein-coding genes and noncoding genomic elements.""",,False,,0,,0,,0.0,False,,,False,,,
"""29023571"," 33367505"",PICKLE 2.0: A human protein-protein interaction meta-database employing data integration via genetic information ontology.",,False,,0,,0,,0.0,False,,,False,,,
"""23321019"," 28857516"",Modeling of non-additive mixture properties using the Online CHEmical database and Modeling environment (OCHEM).",,False,,0,,0,,0.0,False,,,False,,,
"""31239187"," 33129577"",pHLA3D: An online database of predicted three-dimensional structures of HLA molecules.",,False,,0,,0,,0.0,False,,,False,,,
"""30052798"," 30052798"",zfRegeneration: a database for gene expression profiling during regeneration.",,False,,0,,0,,0.0,False,,,False,,,
"""25378316"," 30196491"",""IMGT®, the international ImMunoGeneTics information system® 25 years on.""",,False,,0,,0,,0.0,False,,,False,,,
"""21948793"," 26578601, 29140520"",Therapeutic target database update 2012: a resource for facilitating target-oriented drug discovery.",,False,,0,,0,,0.0,False,,,False,,,
"""31372645"," 31372645"",Malaria.tools-comparative genomic and transcriptomic database for Plasmodium species.",,False,,0,,0,,0.0,False,,,False,,,
"""22908213"," 33221922"",The UCSC genome browser and associated tools.",,False,,0,,0,,0.0,False,,,False,,,
"""24271396"," 30976793"",The European Bioinformatics Institute's data resources 2014.",,False,,0,,0,,0.0,False,,,False,,,
"""27899670"," 30445434"",The new NHGRI-EBI Catalog of published genome-wide association studies (GWAS Catalog).",,False,,0,,0,,0.0,False,,,False,,,
"""25685613"," 27899642"",The UCSC Ebola Genome Portal.",,False,,0,,0,,0.0,False,,,False,,,
"""24574175"," 25159016, 26227301, 25407602, 26351202"",Label-free LC-MS/MS identification of phosphatidylglycerol-regulated proteins in Synechocystis sp. PCC6803.",,False,,0,,0,,0.0,False,,,False,,,
"""29067135"," 30088220"",The braingraph.org database of high resolution structural connectomes and the brain graph tools.",,False,,0,,0,,0.0,False,,,False,,,
"""23161693"," 29140435"",HMDB 3.0--The Human Metabolome Database in 2013.",,False,,0,,0,,0.0,False,,,False,,,
"""22013161"," 24304894, 26673713, 30496479, 33219674"",canSAR: an integrated cancer public translational research and drug discovery resource.",,False,,0,,0,,0.0,False,,,False,,,
26635392,"""COMBREX-DB: an experiment centered database of protein function: knowledge, predictions and knowledge gaps.""",,True,PMC,28543,,0,,0.0,False,,,False,,,
26153137,EpiFactors: a comprehensive database of human epigenetic factors and complexes.,,True,PMC,40996,http://epifactors.autosome.ru,1,http://epifactors.autosome.ru,50.0,True,epifactors,"...s, pharmacologists and clinicians. Database URL : http://epifactors.autosome.ru Introduction Epigenetics has emerged as an extrem...",True,200.0,,"[{""url"": ""http://epifactors.autosome.ru"", ""score"": 50.0, ""title_match"": true, ""matched_keywords"": ""epifactors"", ""context"": ""...s, pharmacologists and clinicians. Database URL : http://epifactors.autosome.ru Introduction Epigenetics has emerged as an extrem...""}]"
