pmid,title,has_url,is_false_positive,confidence,reason,database_name,long_database_name
30508159,KnotProt 2.0: a database of proteins with knots and other entangled structures.,False,N,high,Database keyword in title,KnotProt,KnotProt 2.0
21914464,IGD: a resource for intronless genes in the human genome.,True,N,high,Database keyword in title,IGD,intronless genes database
25388589,iPathCons and iPathDB: an improved insect pathway construction tool and the database.,True,N,medium,DB suffix + database keyword,iPathDB,insect pathway database
35134148,CATA: a comprehensive chromatin accessibility database for cancer.,True,N,high,Database keyword in title,CATA,chromatin accessibility database
31263870,ValTrendsDB: bringing Protein Data Bank validation information closer to the user.,True,N,high,DB suffix + database keyword,ValTrendsDB,Validation Trends Database
27152146,The Non-Coding RNA Ontology (NCRO): a comprehensive resource for the unification of non-coding RNA biology.,True,N,high,Database keyword in title,NCRO,Non-Coding RNA Ontology
28111366,Orchidstra 2.0-A Transcriptomics Resource for the Orchid Family.,True,N,high,Database keyword in title,Orchidstra,Orchidstra
28147217,CCG: an integrative resource of cancer protein-coding genes and long noncoding RNAs.,True,N,high,Database keyword in title,CCG,Cancer Coding Genes
21536137,"Proteopedia: a status report on the collaborative, 3D web-encyclopedia of proteins and other biomolecules.",True,N,high,pedia suffix + encyclopedia keyword,Proteopedia,Proteopedia
28708269,Heme Oxygenase Database (HemeOxDB) and QSAR Analysis of Isoform 1 Inhibitors.,True,N,high,DB suffix + database keyword,HemeOxDB,Heme Oxygenase Database
24923821,IFIM: a database of integrated fitness information for microbial genes.,True,N,high,Database keyword in title,IFIM,Integrated Fitness Information for Microbial genes
29194536,circlncRNAnet: an integrated web-based resource for mapping functional networks of long or circular forms of noncoding RNAs.,True,N,medium,Database keyword in title,circlncRNAnet,circular lncRNA network
27242033,gEVE: a genome-based endogenous viral element database provides comprehensive viral protein-coding sequences in mammalian genomes.,True,N,high,Database keyword in title,gEVE,genome-based Endogenous Viral Element database
29097748,KIXBASE: A comprehensive web resource for identification and exploration of KIX domains.,True,N,high,Base suffix + database keyword,KIXBASE,KIX domain BASE
33037820,The Bgee suite: integrated curated expression atlas and comparative transcriptomics in animals.,True,N,high,Atlas keyword in title,Bgee,Bgee expression atlas
24265221,ArchDB 2014: structural classification of loops in proteins.,True,N,high,DB suffix + database keyword,ArchDB,Architecture Database
22301388,"Analysis of high accuracy, quantitative proteomics data in the MaxQB database.",True,N,high,DB suffix + database keyword,MaxQB,MaxQuant database
34700680,NCI Imaging Data Commons.,True,N,high,Repository keyword in title,IDC,NCI Imaging Data Commons
27899676,TransportDB 2.0: a database for exploring membrane transporters in sequenced genomes from all domains of life.,True,N,high,DB suffix + database keyword,TransportDB,Transport Database
22715304,FBIS: A regional DNA barcode archival & analysis system for Indian fishes.,True,N,high,Archive keyword in title,FBIS,Fish Barcode Information System
24767249,Genome-wide Mycobacterium tuberculosis variation (GMTV) database: a new tool for integrating sequence variations and epidemiology.,True,Y,medium,Tool keyword but has URL,GMTV,Genome-wide Mycobacterium tuberculosis variation
22649282,Florabank1: a grid-based database on vascular plant distribution in the northern part of Belgium (Flanders and the Brussels Capital region).,True,N,high,Database keyword in title,Florabank,Flora Bank
24143170,Can inferred provenance and its visualisation be used to detect erroneous annotation? A case study using UniProtKB.,True,Y,high,Tool for detection, not a database,,
21960044,Comparison of embryonic expression within multigene families using the FlyExpress discovery platform reveals more spatial than temporal divergence.,False,Y,high,Tool for comparison, not a database,,
23973272,An innovative portal for rare genetic diseases research: the semantic Diseasecard.,True,N,medium,Database keyword in title,Diseasecard,semantic Diseasecard
23203876,OrtholugeDB: a bacterial and archaeal orthology resource for improved comparative genomic analysis.,True,N,high,DB suffix + database keyword,OrtholugeDB,Ortholuge Database
25052702,Standardized description of scientific evidence using the Evidence Ontology (ECO).,True,N,high,Database keyword in title,ECO,Evidence Ontology
29301376,"SistematX, an Online Web-Based Cheminformatics Tool for Data Management of Secondary Metabolites.",True,Y,medium,Tool for data management, not a database,,
33270889,MethHC 2.0: information repository of DNA methylation and gene expression in human cancer.,True,N,high,Repository keyword in title,MethHC,Methylation in Human Cancer
33449976,rfaRm: An R client-side interface to facilitate the analysis of the Rfam database of RNA families.,False,Y,high,Interface tool, not a database,,
21544197,CORE: a phylogenetically-curated 16S rDNA database of the core oral microbiome.,True,N,high,Database keyword in title,CORE,Core Oral Microbiome
29040670,Virus taxonomy: the database of the International Committee on Taxonomy of Viruses (ICTV).,True,N,high,Database keyword in title,ICTV,International Committee on Taxonomy of Viruses
30285109,LncRNADisease 2.0: an updated database of long non-coding RNA-associated diseases.,True,N,high,Database keyword in title,LncRNADisease,LncRNA Disease database
28541377,ASAP: a web-based platform for the analysis and interactive visualization of single-cell RNA-seq data.,True,Y,medium,Platform for analysis, not a database,,
29745830,MEGADOCK-Web: an integrated database of high-throughput structure-based protein-protein interaction predictions.,True,N,high,Database keyword in title,MEGADOCK-Web,MEGADOCK Web database
33287903,KVarPredDB: a database for predicting pathogenicity of missense sequence variants of keratin genes associated with genodermatoses.,True,N,high,DB suffix + database keyword,KVarPredDB,Keratin Variant Prediction Database
23193254,UCNEbase--a database of ultraconserved non-coding elements and genomic regulatory blocks.,True,N,high,Base suffix + database keyword,UCNEbase,Ultraconserved Non-coding Elements base
22543366,DAVID-WS: a stateful web service to facilitate gene/protein list analysis.,True,Y,medium,Tool for analysis, not a database,,
25877638,"An update of miRNASNP database for better SNP selection by GWAS data, miRNA expression and online tools.",True,N,high,Database keyword in title,miRNASNP,miRNA SNP database
22369658,DetoxiProt: an integrated database for detoxification proteins.,True,N,high,Database keyword in title,DetoxiProt,Detoxification Protein database
21177658,IsoBase: a database of functionally related proteins across PPI networks.,True,N,high,Base suffix + database keyword,IsoBase,Isoform Base
22397686,SpiroESTdb: a transcriptome database and online tool for sparganum expressed sequences tags.,True,N,high,DB suffix + database keyword,SpiroESTdb,Spirometra EST database
23457042,RCPedia: a database of retrocopied genes.,True,N,high,pedia suffix + database keyword,RCPedia,Retrocopied genes encyclopedia
34241085,OCELOT: An infrastructure for data-driven research to discover and design crystalline organic semiconductors.,True,Y,medium,Tool for research, not a database,,
23286825,NeuroDNet - an open source platform for constructing and analyzing neurodegenerative disease networks.,True,Y,medium,Platform for analysis, not a database,,
23180778,"The Zebrafish Insertion Collection (ZInC): a web based, searchable collection of zebrafish mutations generated by DNA insertion.",True,N,high,Database keyword in title,ZInC,Zebrafish Insertion Collection
22592381,IRView: a database and viewer for protein interacting regions.,True,N,high,Database keyword in title,IRView,Interacting Regions View
26637529,ONRLDB--manually curated database of experimentally validated ligands for orphan nuclear receptors: insights into new drug discovery.,True,N,high,DB suffix + database keyword,ONRLDB,Orphan Nuclear Receptor Ligand Database
23172289,DictyBase 2013: integrating multiple Dictyostelid species.,True,N,high,Base suffix + database keyword,DictyBase,Dictyostelium Base
29036667,DISNOR: a disease network open resource.,True,N,high,Database keyword in title,DISNOR,Disease Network Open Resource
26586801,HOCOMOCO: expansion and enhancement of the collection of transcription factor binding sites models.,True,N,high,Database keyword in title,HOCOMOCO,HOmo sapiens COmprehensive MOdel COllection
22135290,"PoSSuM: a database of similar protein-ligand binding and putative pockets.",True,N,high,Database keyword in title,PoSSuM,Pocket Similarity Search Method
28651544,SalmoBase: an integrated molecular data resource for Salmonid species.,True,N,high,Base suffix + database keyword,SalmoBase,Salmonid Base
33007622,DINAX- a comprehensive database of inherited ataxias.,True,N,high,Database keyword in title,DINAX,Database of Inherited Ataxias
26822210,ASDB: a resource for probing protein functions with small molecules.,True,N,high,DB suffix + database keyword,ASDB,Active Small molecule Database
27738138,"The Candida Genome Database (CGD): incorporation of Assembly 22, systematic identifiers and visualization of high throughput sequencing data.",True,N,high,Database keyword in title,CGD,Candida Genome Database
26582924,enviPath--The environmental contaminant biotransformation pathway resource.,True,N,high,Database keyword in title,enviPath,environmental Pathways
26400179,hPSCreg--the human pluripotent stem cell registry.,True,N,high,Registry keyword in title,hPSCreg,human Pluripotent Stem Cell registry
22489867,EnzyBase: a novel database for enzybiotic studies.,True,N,high,Base suffix + database keyword,EnzyBase,Enzybiotic Base
30235322,GC4S: A bioinformatics-oriented Java software library of reusable graphical user interface components.,True,Y,high,Software library, not a database,,
25416797,DoRiNA 2.0--upgrading the doRiNA database of RNA interactions in post-transcriptional regulation.,True,N,high,Database keyword in title,DoRiNA,Database of RNA Interactions
30339214,AutismKB 2.0: a knowledgebase for the genetic evidence of autism spectrum disorder.,False,N,high,KB suffix + knowledgebase keyword,AutismKB,Autism KnowledgeBase
29897488,GlycoStore: a database of retention properties for glycan analysis.,True,N,high,Database keyword in title,GlycoStore,Glycan Store
24885079,fPoxDB: fungal peroxidase database for comparative genomics.,True,N,high,DB suffix + database keyword,fPoxDB,fungal Peroxidase Database
31680159,EPD in 2020: enhanced data visualization and extension to ncRNA promoters.,True,N,high,Database keyword in title,EPD,Eukaryotic Promoter Database
27924043,AraPheno: a public database for Arabidopsis thaliana phenotypes.,True,N,high,Database keyword in title,AraPheno,Arabidopsis Phenotypes
34107869,PINIR: a comprehensive information resource for Pin-II type protease inhibitors.,True,N,high,Database keyword in title,PINIR,Pin-II Inhibitor Resource
21695066,GENT: gene expression database of normal and tumor tissues.,True,N,high,Database keyword in title,GENT,Gene Expression database of Normal and Tumor tissues
