pmid,title,has_url,is_false_positive,confidence,reason,database_name,long_database_name
26018427,The human transmembrane proteome.,True,N,high,"Database name in title, resource houses curated data",HTP,Human Transmembrane Proteome
27513924,Efficient Gene Tree Correction Guided by Genome Evolution.,True,Y,high,"Pure methodology/algorithm paper for gene tree correction",,
31035936,Automated assessment of biological database assertions using the scientific literature.,False,Y,high,"Methodology paper about database assessment, not a database itself",,
27941656,An Open Platform for Seamless Sensor Support in Healthcare for the Internet of Things.,False,Y,high,"Platform for IoT sensors, not a bioresource database",,
21631914,Faster Smith-Waterman database searches with inter-sequence SIMD parallelisation.,True,Y,high,"Methodology for database searching, not a database resource",,
21343142,A common layer of interoperability for biomedical ontologies based on OWL EL.,True,Y,high,"Interoperability layer/tool for ontologies, not a data resource",,
32767019,A standalone humanitarian DNA identification database system to increase identification of human remains of foreign nationals.,False,Y,high,"Database system/tool for local use, not a public bioresource",,
30681830,Autonomous METLIN-Guided In-source Fragment Annotation for Untargeted Metabolomics.,True,Y,high,"Tool using METLIN database, not METLIN itself",,
21698189,Predicting protein folds with fold-specific PSSM libraries.,True,Y,high,"Prediction tool/methodology, not a database",,
29699476,An improved approach to infer protein-protein interaction based on a hierarchical vector space model.,False,Y,high,"Methodology/approach for prediction, not a database",,
26740458,A novel semi-supervised algorithm for the taxonomic assignment of metagenomic reads.,True,Y,high,"Algorithm/methodology for taxonomic assignment, not a database",,
23846744,An integrated toolkit for accurate prediction and analysis of cis-regulatory motifs at a genome scale.,False,Y,high,"Toolkit/tool for prediction and analysis, not a database",,
34308911,Optimized Molecular Interaction Networks for the Study of Skeletal Muscle.,True,N,high,"Resource for molecular networks, houses curated data",MyoMiner,Skeletal Muscle Molecular Interaction Networks
22548871,Fitting hidden Markov models of protein domains to a target species: application to Plasmodium falciparum.,True,Y,high,"Method/tool for fitting HMMs, not a database",,
27531214,Cross-species Conservation of context-specific networks.,True,N,high,"Resource housing cross-species network data",CroCo,Cross-species Conservation of context-specific networks
27630201,Sieve-based coreference resolution enhances semi-supervised learning model for chemical-induced disease relation extraction.,False,Y,high,"Methodology for text mining, not a database",,
29138131,"Reducing Symptom Distress in Patients With Advanced Cancer Using an e-Alert System for Caregivers: Pooled Analysis of Two Randomized Clinical Trials.",True,Y,high,"Clinical trial analysis, not a database resource",,
27141091,Chemical entity recognition in patents by combining dictionary-based and statistical approaches.,True,Y,high,"Methodology for chemical entity recognition, not a database",,
27797771,Imputing gene expression to maximize platform compatibility.,True,Y,high,"Tool/method for gene expression imputation, not a database",,
32418327,Ligand-centered assessment of SARS-CoV-2 drug target models in the Protein Data Bank.,True,Y,high,"Assessment/analysis of existing PDB data, not a new database",,
26555596,Continuous Distributed Representation of Biological Sequences for Deep Proteomics and Genomics.,True,Y,high,"Methodology for sequence representation, not a database",,
27742664,A bioimage informatics platform for high-throughput embryo phenotyping.,True,Y,high,"Platform/tool for phenotyping analysis, not a database",,
30496341,A structural homology approach for computational protein design with flexible backbone.,False,Y,high,"Computational approach/method, not a database",,
29617941,A reference peptide database for proteome quantification based on experimental mass spectrum response curves.,True,N,high,"Database keyword in title, houses reference peptide data",Responders,Reference Peptide Database
30838032,Reconstruction and Functional Annotation of P311 Protein-Protein Interaction Network Reveals Its New Functions.,False,Y,high,"Analysis study of protein interactions, not a database",,
24778629,Mining a database of single amplified genomes from Red Sea brine pool extremophiles-improving reliability of gene function prediction using a profile and pattern matching algorithm (PPMA).,False,Y,high,"Methodology paper mining existing database, not presenting a new database",,
24453546,"A Tenebrionid beetle's dataset (Coleoptera, Tenebrionidae) from Peninsula Valdés (Chubut, Argentina).",True,N,high,"Dataset resource on GBIF platform",GBIF Dataset 14669,Tenebrionid beetle dataset Peninsula Valdés
29796553,The Alliance of Genome Resources: Building a Modern Data Ecosystem for Model Organism Databases.,False,Y,high,"Paper about building infrastructure, not the resource itself",,
26457120,Managing expectations: assessment of chemistry databases generated by automated extraction of chemical structures from patents.,False,Y,high,"Assessment/evaluation paper, not a database",,
34406339,De novo protein design by an energy function based on series expansion in distance and orientation dependence.,True,Y,high,"Methodology/tool for protein design, not a database",,
26601886,A collection of Australian Drosophila datasets on climate adaptation and species distributions.,False,Y,high,"Dataset collection description, not clear if accessible resource",,
34903605,A pan-cancer immunogenomic atlas for immune checkpoint blockade immunotherapy.,True,N,high,"Atlas (database keyword), houses immunogenomic data",Cancer-Immu,Pan-Cancer Immunogenomic Atlas
23894185,Rapid storage and retrieval of genomic intervals from a relational database system using nested containment lists.,False,Y,high,"Method for database storage/retrieval, not a database",,
22166723,Automatic extraction of semantic relations between medical entities: a rule based approach.,False,Y,high,"Methodology for text extraction, not a database",,
32492285,Diving in uncharted waters: An updated genetics toolkit highlights the challenges of polyploidy in landscape genomics analyses.,False,Y,high,"Review/toolkit discussion, not a database",,
31932586,A database for global soil health assessment.,False,Y,high,"Paper about database need/framework, no URL confirms not operational",,
30115928,Enhanced photon collection enables four dimensional fluorescence nanoscopy of living systems.,False,Y,high,"Methodology/technique for microscopy, not a database",,
25540777,Comprehensive reconstruction and visualization of non-coding regulatory networks in human.,True,N,high,"Database (ncrnadb), houses ncRNA regulatory data",ncRNAdb,Non-coding RNA Database
34594031,Systematic investigation of cytokine signaling activity at the tissue and single-cell levels.,True,N,high,"Resource housing cytokine signaling data",CytoSig,Cytokine Signaling Database
27477450,A gene browser of colorectal cancer with literature evidence and pre-computed regulatory information to identify key tumor suppressors and oncogenes.,False,Y,high,"Browser/tool for analysis, not primary data resource",,
30107399,Monitoring changes in the Gene Ontology and their impact on genomic data analysis.,True,N,high,"Resource for tracking GO changes",GOtrack,Gene Ontology Tracker
31378711,A Genome-wide Functional Signature Ontology Map and Applications to Natural Product Mechanism of Action Discovery.,True,N,high,"Resource housing functional signature data",FUSION,Functional Signature Ontology Map
