pmid,title,has_url,is_false_positive,confidence,reason,database_name,long_database_name
26496191,"ARK: Aggregation of Reads by K-Means for Estimation of Bacterial Community Composition.",True,Y,high,"Pure methodology tool for read aggregation and estimation, not a data repository.",,
28261261,The Pancreatic Islet Regulome Browser.,False,N,medium,"Browser for exploring data resource, though lack of URL is concerning.",Pancreatic Islet Regulome Browser,Pancreatic Islet Regulome Browser
30481262,"PhastWeb: a web interface for evolutionary conservation scoring of multiple sequence alignments using phastCons and phyloP.",True,Y,high,"Web interface for running analysis tools (phastCons, phyloP), not a data repository.",,
27977166,"xMSannotator: An R Package for Network-Based Annotation of High-Resolution Metabolomics Data.",False,Y,high,"R package for annotation, pure software tool.",,
25547877,"JRC GMO-Matrix: a web application to support Genetically Modified Organisms detection strategies.",True,N,medium,"Web application but appears to be a resource for GMO detection support, Matrix suffix suggests data collection.",JRC GMO-Matrix,JRC GMO-Matrix
32349659,"P finder: genomic and metagenomic annotation of RNase P RNA gene (rnpB).",False,Y,high,"Tool for annotation, not a data repository.",,
29373760,"Automated annotation of mobile antibiotic resistance in Gram-negative bacteria: the Multiple Antibiotic Resistance Annotator (MARA) and database.",True,N,high,"Explicitly mentions 'and database', MARA is an annotator with associated database.",MARA,Multiple Antibiotic Resistance Annotator
30357313,"Clustermatch: discovering hidden relations in highly diverse kinds of qualitative and quantitative data without standardization.",True,Y,high,"Tool for discovering relations, methodology focused.",,
29134625,"The Pharmacogene Variation (PharmVar) Consortium: Incorporation of the Human Cytochrome P450 (CYP) Allele Nomenclature Database.",False,N,high,"Explicitly mentions incorporation of nomenclature database, describes database resource.",PharmVar,Pharmacogene Variation Consortium
23588509,"The Medical Imaging Interaction Toolkit: challenges and advances : 10 years of open-source development.",False,Y,high,"Toolkit for medical imaging, software development.",,
34554823,"My Cancer Genome: Coevolution of Precision Oncology and a Molecular Oncology Knowledgebase.",False,N,high,"Explicitly mentions 'Molecular Oncology Knowledgebase', describes knowledge resource.",My Cancer Genome,My Cancer Genome Molecular Oncology Knowledgebase
