pmid,title,has_url,is_false_positive,confidence,reason,database_name,long_database_name
27832067,MinePath: Mining for Phenotype Differential Sub-paths in Molecular Pathways.,True,Y,high,Mining tool for pathways not a data repository,,
29869221,Miami University deception detection database.,True,N,high,Contains 'database' keyword,MUDDD,Miami University Deception Detection Database
30715466,SpyCLIP: an easy-to-use and high-throughput compatible CLIP platform for the characterization of protein-RNA interactions with high accuracy.,False,Y,high,Platform is a tool for characterization no URL,,
29220460,Echinobase: an expanding resource for echinoderm genomic information.,True,N,high,Base suffix indicates database,Echinobase,Echinobase
28415074,NaviCom: a web application to create interactive molecular network portraits using multi-level omics data.,True,Y,high,Application to create visualizations not a data repository,,
22110059,"pTransgenesis: a cross-species, modular transgenesis resource.",False,Y,high,Resource without URL likely methodology,,
25433698,Lipid-Pro: a computational lipid identification solution for untargeted lipidomics on data-independent acquisition tandem mass spectrometry platforms.,True,Y,high,Computational identification solution is a tool,,
27835690,Vidjil: A Web Platform for Analysis of High-Throughput Repertoire Sequencing.,True,Y,high,Platform for analysis is a tool not database,,
31850063,LD-annot: A Bioinformatics Tool to Automatically Provide Candidate SNPs With Annotations for Genetically Linked Genes.,False,Y,high,Tool for annotation no URL,,
31029079,CSESA: an R package to predict Salmonella enterica serotype based on newly incorporated spacer pairs of CRISPR.,True,Y,high,R package for prediction is software tool,,
33287694,multiGSEA: a GSEA-based pathway enrichment analysis for multi-omics data.,True,Y,high,Analysis tool for enrichment not database,,
32849767,rboAnalyzer: A Software to Improve Characterization of Non-coding RNAs From Sequence Database Search Output.,False,Y,high,Software for characterization no URL,,
34132786,"efam: an expanded, metaproteome-supported HMM profile database of viral protein families.",False,N,medium,Contains 'database' keyword but no URL,efam,Expanded Metaproteome-Supported HMM Profile Database
34665648,MetaMLP: A Fast Word Embedding Based Classifier to Profile Target Gene Databases in Metagenomic Samples.,False,Y,high,Classifier tool for profiling databases not itself a database,,
27154270,Synteny Portal: a web-based application portal for synteny block analysis.,True,N,high,Portal for exploring synteny data,Synteny Portal,Synteny Portal
31425122,FlyIT: Drosophila Embryogenesis Image Annotation based on Image Tiling and Convolutional Neural Networks.,False,Y,high,Tool for annotation no URL,,
26399714,htsint: a Python library for sequencing pipelines that combines data through gene set generation.,False,Y,high,Python library for pipelines is software,,
33778495,BART Cancer: a web resource for transcriptional regulators in cancer genomes.,False,N,medium,Web resource for data but no URL,BART Cancer,BART Cancer
23248008,McGenus: a Monte Carlo algorithm to predict RNA secondary structures with pseudoknots.,True,Y,high,Algorithm for prediction not database,,
25372567,HemI: a toolkit for illustrating heatmaps.,True,Y,high,Toolkit for visualization not data repository,,
25358478,MS-GF+ makes progress towards a universal database search tool for proteomics.,False,Y,high,Database search tool not database itself,,
26527721,PGSB PlantsDB: updates to the database framework for comparative plant genome research.,True,N,high,DB suffix and database keyword,PlantsDB,PGSB Plants Database
24699831,"MetalS(3), a database-mining tool for the identification of structurally similar metal sites.",True,Y,high,Database-mining tool not database itself,,
31110304,GREIN: An Interactive Web Platform for Re-analyzing GEO RNA-seq Data.,True,Y,high,Platform for re-analyzing data is a tool,,
26001643,Wyrm: A Brain-Computer Interface Toolbox in Python.,False,Y,high,Toolbox is software not database,,
27587665,GTRAC: fast retrieval from compressed collections of genomic variants.,False,Y,high,Retrieval method not database,,
33995920,<i>ExVe</i>: The knowledge base of orthologous proteins identified in fungal extracellular vesicles.,True,N,high,Knowledge base keyword,ExVe,Extracellular Vesicle Knowledge Base
21296751,GOSSIP: a method for fast and accurate global alignment of protein structures.,True,Y,high,Method for alignment not database,,
27091472,MutSpec: a Galaxy toolbox for streamlined analyses of somatic mutation spectra in human and mouse cancer genomes.,False,Y,high,Toolbox for analyses not database,,
27216711,Ehapp2: Estimate haplotype frequencies from pooled sequencing data with prior database information.,False,Y,high,Tool to estimate frequencies not database,,
32047171,HemoSYS: A Toolkit for Image-based Systems Biology of Tumor Hemodynamics.,False,Y,high,Toolkit for analysis not database,,
33448242,Ab-Ligity: identifying sequence-dissimilar antibodies that bind to the same epitope.,True,Y,high,Tool for identifying antibodies not database,,
33430980,SmartGraph: a network pharmacology investigation platform.,True,N,high,Platform that houses investigation data,SmartGraph,SmartGraph
23145044,MetaSee: an interactive and extendable visualization toolbox for metagenomic sample analysis and comparison.,False,Y,high,Visualization toolbox is software,,
24312246,"PIIKA 2: an expanded, web-based platform for analysis of kinome microarray data.",True,N,high,Platform for analyzing and exploring kinome data,PIIKA,Protein Interactions and Inhibitor Knowledge Analysis
21799897,SEAS: a system for SEED-based pathway enrichment analysis.,True,Y,high,System for analysis is a tool,,
32071071,BlobToolKit - Interactive Quality Assessment of Genome Assemblies.,True,Y,high,Toolkit for quality assessment not database,,
26869702,expVIP: a Customizable RNA-seq Data Analysis and Visualization Platform.,True,N,high,Platform for exploring RNA-seq data,expVIP,Expression Visualization and Integration Platform
23462700,FindZebra: a search engine for rare diseases.,True,Y,high,Search engine is a tool not database,,
34599234,Productive visualization of high-throughput sequencing data using the SeqCode open portable platform.,True,Y,high,Platform for visualization is a tool,,
34253812,DES-Tcell is a knowledgebase for exploring immunology-related literature.,False,N,medium,Knowledgebase keyword but no URL,DES-Tcell,DES-Tcell
28185571,HIPPI: highly accurate protein family classification with ensembles of HMMs.,False,Y,high,Classification method not database,,
28821760,A database of breast oncogenic specific siRNAs.,True,N,high,Database keyword,BOSS,Breast Oncogenic Specific siRNAs Database
25252881,ARYANA: Aligning Reads by Yet Another Approach.,False,Y,high,Alignment method not database,,
24009693,DistMap: a toolkit for distributed short read mapping on a Hadoop cluster.,False,Y,high,Toolkit for mapping is software,,
23945046,kClust: fast and sensitive clustering of large protein sequence databases.,True,Y,high,Clustering tool for databases not database itself,,
28454514,QueryOR: a comprehensive web platform for genetic variant analysis and prioritization.,True,N,high,Platform housing genetic variant data,QueryOR,QueryOR
