pmid,title,has_url,is_false_positive,confidence,reason,database_name,long_database_name
30649297,RRMdb-an evolutionary-oriented database of RNA recognition motif sequences.,False,N,high,DB suffix indicates database,RRMdb,RNA Recognition Motif Database
31529041,PPNID: a reference database and molecular identification pipeline for plant-parasitic nematodes.,False,N,high,"Contains ""database"" and ""reference database"" keywords",PPNID,Plant-Parasitic Nematode Identification Database
30796988,PconsFam: An Interactive Database of Structure Predictions of Pfam Families.,False,N,high,"Contains ""database"" keyword",PconsFam,Protein Consensus Family Database
33226642,"Anuran Traits of the United States (ATraiU): a database for anuran traits-based conservation, management, and research.",False,N,high,"Contains ""database"" keyword",ATraiU,Anuran Traits of the United States
29547394,BIOPYDB: A Dynamic Human Cell Specific Biochemical Pathway Database with Advanced Computational Analyses Platform.,False,N,high,DB suffix indicates database,BIOPYDB,Biochemical Pathway Database
28903538,POSSUM: a bioinformatics toolkit for generating numerical sequence feature descriptors based on PSSM profiles.,True,Y,high,"Methodology tool for generating descriptors, not a data resource",,
28365722,OCaPPI-Db: an oligonucleotide probe database for pathogen identification through hybridization capture.,True,N,high,DB suffix indicates database,OCaPPI-Db,Oligonucleotide Capture Pathogen Probe Identification Database
29220461,SFMetaDB: an integrated database for metabolic and gene regulatory network in Leishmania major and Schistosoma mansoni.,True,N,high,DB suffix indicates database,SFMetaDB,Splicing Factor Metadata Database
29726914,NGScloud: RNA-seq analysis of non-model species using cloud computing.,False,Y,high,"Analysis tool/pipeline, not a database",,
32901023,"InvaCost, a public database of the economic costs of biological invasions worldwide.",False,N,high,"Contains ""database"" keyword",InvaCost,Invasion Cost Database
23930810,NGSPE: A pipeline for end-to-end analysis of DNA sequencing data and comparison between different platforms.,False,Y,high,"Pipeline for analysis, not a database",,
32818254,DREIMT: a drug repositioning database and prioritization tool for immunomodulation.,True,N,high,"Contains ""database"" keyword",DREIMT,Drug Repositioning for Immunomodulation Therapy
31399811,NaPLeS: a natural products likeness scorer-web application and database.,False,N,high,"Contains ""database"" keyword",NaPLeS,Natural Products Likeness Scorer
29559379,Clonal expansion across the seas as seen through CPLP-TB database: A joint effort in cataloguing Mycobacterium tuberculosis genetic diversity in Portuguese-speaking countries.,True,N,high,"Contains ""database"" keyword, cataloguing resource",CPLP-TB,Community of Portuguese Language Countries Tuberculosis Database
23244467,"COEUS: ""semantic web in a box"" for biomedical applications.",True,Y,high,"Semantic web platform/tool, not a data resource",,
33882119,BC-TFdb: a database of transcription factor drivers in breast cancer.,True,N,high,DB suffix indicates database,BC-TFdb,Breast Cancer Transcription Factor Database
31008162,FASSEG: A FAce semantic SEGmentation repository for face image analysis.,False,N,medium,"Contains ""repository"" keyword, houses face image data",FASSEG,Face Semantic Segmentation Repository
29768426,"The Ryerson Audio-Visual Database of Emotional Speech and Song (RAVDESS): A dynamic, multimodal set of facial and vocal expressions in North American English.",False,N,high,"Contains ""database"" keyword",RAVDESS,Ryerson Audio-Visual Database of Emotional Speech and Song
28785418,CLIMB (the Cloud Infrastructure for Microbial Bioinformatics): an online resource for the medical microbiology community.,False,Y,high,"Cloud infrastructure platform/tool, not a database",,
25964298,RNA-Redesign: a web server for fixed-backbone 3D design of RNA.,True,Y,high,"Tool for RNA design, not a data resource",,
27056367,OpenTrials: towards a collaborative open database of all available information on all clinical trials.,False,N,high,"Contains ""database"" keyword",OpenTrials,Open Clinical Trials Database
27039767,OrCanome: a Comprehensive Resource for Oral Cancer.,False,N,medium,"Contains ""resource"" keyword, comprehensive data collection",OrCanome,Oral Cancer Genome Resource
24799431,PredictProtein--an open resource for online prediction of protein structural and functional features.,True,Y,high,"Prediction tool, not a data repository",,
31608947,PopTargs: a database for studying population evolutionary genetics of human microRNA target sites.,False,N,high,"Contains ""database"" keyword",PopTargs,Population Targets Database
21031599,PRO-MINE: A bioinformatics repository and analytical tool for TARDBP mutations.,True,N,high,"Contains ""repository"" keyword",PRO-MINE,Protein Mutations In Neurodegeneration Explorer
21423893,IntmiR: a complete catalogue of intronic miRNAs of human and mouse.,True,N,high,"Contains ""catalogue"" keyword, data collection",IntmiR,Intronic miRNA Database
33188218,TOXiTAXi: a web resource for toxicity of Bacillus thuringiensis protein compositions towards species of various taxonomic groups.,True,N,high,"Contains ""resource"" keyword for data access",TOXiTAXi,Toxicity Taxonomy Database
27153641,SAMFIRE: multi-locus variant calling for time-resolved sequence data.,False,Y,high,"Variant calling tool, not a database",,
28453427,VisionCite: A Vision Science-Related Database.,False,N,high,"Contains ""database"" keyword",VisionCite,Vision Science Citation Database
30200613,Dme-Hsa Disease Database (DHDD): Conserved Human Disease-Related miRNA and Their Targeting Genes in <i>Drosophila melanogaster</i>.,False,N,high,"Contains ""database"" keyword in title",DHDD,Drosophila melanogaster-Homo sapiens Disease Database
23754576,Phi-square Lexical Competition Database (Phi-Lex): an online tool for quantifying auditory and visual lexical competition.,True,N,high,"Contains ""database"" keyword",Phi-Lex,Phi-square Lexical Competition Database
28727425,Database and Bioinformatics Studies of Probiotics.,True,N,high,"Contains ""database"" in title",Probiotics Database,Database and Bioinformatics Studies of Probiotics
25380780,VIRmiRNA: a comprehensive resource for experimentally validated viral miRNAs and their targets.,True,N,high,"Contains ""resource"" keyword for data collection",VIRmiRNA,Viral miRNA Database
32393758,"Pofatu, a curated and open-access database for geochemical sourcing of archaeological materials.",False,N,high,"Contains ""database"" keyword",Pofatu,Pacific Open-Access Forensic Archaeology Tool for Unprovenanced Artifacts
26130660,SInCRe-structural interactome computational resource for Mycobacterium tuberculosis.,False,N,medium,"Contains ""resource"" keyword for interactome data",SInCRe,Structural Interactome Computational Resource
22778867,"IUPHAR-DB: an open-access, expert-curated resource for receptor and ion channel research.",False,N,high,DB suffix indicates database,IUPHAR-DB,International Union of Pharmacology Database
33439861,DALIA- a comprehensive resource of Disease Alleles in Arab population.,False,N,high,"Contains ""resource"" keyword for allele data",DALIA,Disease Alleles in Arab Population
27853519,CELL5M: A geospatial database of agricultural indicators for Africa South of the Sahara.,False,N,high,"Contains ""database"" keyword",CELL5M,Community Elevation and Land-use database for 5-minute grid cells
28663344,Gene2Function: An Integrated Online Resource for Gene Function Discovery.,False,N,medium,"Contains ""resource"" keyword for gene function data",Gene2Function,Gene to Function Resource
28368836,DREAMER: A Database for Emotion Recognition Through EEG and ECG Signals From Wireless Low-cost Off-the-Shelf Devices.,False,N,high,"Contains ""database"" keyword",DREAMER,Database for Emotion Recognition through EEG and ECG
23512285,The plant phenological online database (PPODB): an online database for long-term phenological data.,True,N,high,"Contains ""database"" keyword multiple times",PPODB,Plant Phenological Online Database
32006275,Comparative Protein Structure Analysis with Bio3D-Web.,True,Y,high,"Analysis tool, not a database",,
34260718,CoSMeD: a user-friendly web server to estimate 5-year survival probability of left-sided and right-sided colorectal cancer patients using molecular data.,True,Y,high,"Web server for prediction, not a data repository",,
24627222,miR-Synth: a computational resource for the design of multi-site multi-target synthetic miRNAs.,True,Y,high,"Design tool, not a database",,
29097776,MiSNPDb: a web-based genomic resources of tropical ecology fruit mango (Mangifera indica L.) for phylogeography and varietal differentiation.,True,N,high,DB suffix indicates database,MiSNPDb,Mango SNP Database
22189966,CGCDB: a web-based resource for the investigation of gene coexpression in CHO cell culture.,True,N,high,DB suffix indicates database,CGCDB,CHO Gene Coexpression Database
34658334,The OpenNeuro resource for sharing of neuroscience data.,False,N,medium,"Resource for data sharing, houses neuroscience data",OpenNeuro,Open Neuroscience Data Resource
22851343,AphasiaBank: a resource for clinicians.,False,N,medium,"Contains ""Bank"" suffix similar to database naming",AphasiaBank,Aphasia Data Bank
24942246,Subtlex-pl: subtitle-based word frequency estimates for Polish.,True,N,medium,"Lexical database resource with word frequency data",Subtlex-pl,Subtitle-based Lexicon for Polish
26981382,LmSmdB: an integrated database for metabolic and gene regulatory network in Leishmania major and Schistosoma mansoni.,False,N,high,DB suffix indicates database,LmSmdB,Leishmania major and Schistosoma mansoni Database
22495751,CistromeMap: a knowledgebase and web server for ChIP-Seq and DNase-Seq studies in mouse and human.,False,N,high,"Contains ""knowledgebase"" and Map suffix",CistromeMap,Cistrome Map Knowledgebase
28150234,CATH-Gene3D: Generation of the Resource and Its Use in Obtaining Structural and Functional Annotations for Protein Sequences.,False,N,medium,"Resource for protein structure data",CATH-Gene3D,Class Architecture Topology Homology Gene3D
27318201,PhenoScanner: a database of human genotype-phenotype associations.,True,N,high,"Contains ""database"" keyword",PhenoScanner,Phenotype Scanner Database
24194596,"MP:PD--a data base of internal packing densities, internal packing defects and internal waters of helical membrane proteins.",True,N,high,"Contains ""data base"" keyword (two words)",MP:PD,Membrane Protein Packing Database
25989980,OncoRep: an n-of-1 reporting tool to support genome-guided treatment for breast cancer patients using RNA-sequencing.,False,Y,high,"Reporting tool, not a database",,
26476447,FLOR-ID: an interactive database of flowering-time gene networks in Arabidopsis thaliana.,True,N,high,"Contains ""database"" keyword",FLOR-ID,Flowering Locus Interactive Database
26320871,Cancer Driver Log (CanDL): Catalog of Potentially Actionable Cancer Mutations.,False,N,high,"Contains ""catalog"" keyword, data collection",CanDL,Cancer Driver Log
28069893,Alga-PrAS (Algal Protein Annotation Suite): A Database of Comprehensive Annotation in Algal Proteomes.,True,N,high,"Contains ""database"" keyword",Alga-PrAS,Algal Protein Annotation Suite
