pmid,title,has_url,is_false_positive,confidence,reason,database_name,long_database_name
28595657,brain-coX: investigating and visualising gene co-expression in seven human brain transcriptomic datasets.,True,N,high,Resource name brain-coX is a platform for exploring co-expression data,brain-coX,Brain Co-Expression Explorer
24632500,comTAR: a web tool for the prediction and characterization of conserved microRNA targets in plants.,True,Y,high,Tool for prediction despite name pattern - focuses on computational prediction method,,
32101277,Rhapsody: predicting the pathogenicity of human missense variants.,True,Y,high,"Title emphasizes ""predicting"" - methodology tool, not data repository",,
32119082,V-SVA: an R Shiny application for detecting and annotating hidden sources of variation in single-cell RNA-seq data.,True,Y,high,Application/tool for analysis not a data repository,,
25495116,AKE - the Accelerated k-mer Exploration web-tool for rapid taxonomic classification and visualization.,True,Y,high,Explicitly described as tool for classification - methodology not database,,
28407033,BioCIDER: a Contextualisation InDEx for biological Resources discovery.,True,Y,medium,Discovery tool for finding resources not itself a resource,,
32302568,The Human Tumor Atlas Network: Charting Tumor Transitions across Space and Time at Single-Cell Resolution.,False,N,high,Atlas network - a data resource initiative for tumor mapping,HTAN,Human Tumor Atlas Network
28070014,Lung Gene Expression Analysis (LGEA): an integrative web portal for comprehensive gene expression data analysis in lung development.,True,N,high,Portal that houses and allows exploration of lung gene expression data,LGEA,Lung Gene Expression Analysis
25388105,The Eukaryotic Pathogen Databases: a functional genomic resource integrating data from human and veterinary parasites.,True,N,high,Explicitly named databases - data resource,EuPathDB,Eukaryotic Pathogen Databases
22441797,Ovarian Kaleidoscope database: ten years and beyond.,False,N,high,Database keyword in title - ten year update indicates established resource,Ovarian Kaleidoscope,Ovarian Kaleidoscope Database
21619487,"The Therapeutic Target Database: an internet resource for the primary targets of approved, clinical trial and experimental drugs.",False,N,high,Database keyword - therapeutic target data resource,TTD,Therapeutic Target Database
21464846,pkDACLASS: Open source software for analyzing MALDI-TOF data.,True,Y,high,Software for analyzing data not a data repository,,
35008196,Review of the Geant4-DNA Simulation Toolkit for Radiobiological Applications at the Cellular and DNA Level.,False,Y,high,Review paper of a toolkit - not a bioresource,,
26551295,ChromClust: A semi-supervised chromatin clustering toolkit for mining histone modifications interplay.,False,Y,high,Toolkit for analysis - methodology tool not database,,
23426256,propy: a tool to generate various modes of Chou's PseAAC.,False,Y,high,Tool for generating features - methodology not database,,
24731071,MUBII-TB-DB: a database of mutations associated with antibiotic resistance in Mycobacterium tuberculosis.,False,N,high,DB suffix overrides lack of URL - mutation database,MUBII-TB-DB,Mycobacterium tuberculosis Drug Resistance Database
24225317,The transporter classification database.,True,N,high,Database keyword - classification database for transporters,TCDB,Transporter Classification Database
30358842,VianniaTopes: a database of predicted immunogenic peptides for Leishmania (Viannia) species.,False,N,high,Database keyword - predicted peptide data resource,VianniaTopes,Viannia Immunogenic Peptides Database
29915188,GeNets: a unified web platform for network-based genomic analyses.,False,Y,high,Platform for analysis - tool not database,,
23325628,PPInterFinder--a mining tool for extracting causal relations on human proteins from literature.,True,Y,high,Mining tool for text extraction - not a data repository,,
33858509,QSAR-Co-X: an open source toolkit for multitarget QSAR modelling.,False,Y,high,Toolkit for modeling - methodology tool,,
23707729,"Collection, verification, sharing and dissemination of data: the CONTRAST experience.",False,Y,high,Paper about data management experience not a database resource,,
30500875,PPaxe: easy extraction of protein occurrence and interactions from the scientific literature.,True,Y,high,Tool for extraction from literature - text mining tool not database,,
31885041,DTI-CDF: a cascade deep forest model towards the prediction of drug-target interactions based on hybrid features.,False,Y,high,Prediction model - methodology not database,,
24564956,BRCA-Monet: a breast cancer specific drug treatment mode-of-action network for treatment effective prediction using large scale microarray database.,False,Y,high,Prediction tool using databases not itself a database,,
23815181,NGS-Trex: Next Generation Sequencing Transcriptome profile explorer.,True,N,high,Explorer platform for transcriptome profiles - houses expression data,NGS-Trex,Next Generation Sequencing Transcriptome Profile Explorer
22070195,"PESCADOR, a web-based tool to assist text-mining of biointeractions extracted from PubMed queries.",True,Y,high,Text-mining tool not a data repository,,
30767777,BioVR: a platform for virtual reality assisted biological data integration and visualization.,False,Y,high,Platform for visualization - tool not database,,
23635042,BioUSeR: a semantic-based tool for retrieving Life Science web resources driven by text-rich user requirements.,False,Y,high,Retrieval tool for finding resources not itself a resource,,
21184613,"MIND-BEST: Web server for drugs and target discovery; design, synthesis, and assay of MAO-B inhibitors and theoretical-experimental study of G3PDH protein from Trichomonas gallinae.",True,Y,high,Web server for drug discovery - tool/method not database,,
33936482,EffiCare: Better Prognostic Models via Resource-Efficient Health Embeddings.,False,Y,high,Prognostic model methodology paper not database,,
28055900,MDTE DB: a database for microRNAs derived from Transposable element.,False,N,high,DB suffix indicates database - microRNA data resource,MDTE DB,MicroRNA from Transposable Element Database
26210853,Database of RNA binding protein expression and disease dynamics (READ DB).,False,N,high,Database keyword and DB suffix - RNA binding protein data,READ DB,RNA Binding Protein Expression and Disease Dynamics Database
25038066,In-depth characterization of the cerebrospinal fluid (CSF) proteome displayed through the CSF proteome resource (CSF-PR).,True,N,high,Proteome resource for CSF data,CSF-PR,Cerebrospinal Fluid Proteome Resource
22369513,Analysis of 16S rRNA environmental sequences using MEGAN.,True,Y,high,Paper about using MEGAN tool - not the database itself,,
24090431,SFARI Gene 2.0: a community-driven knowledgebase for the autism spectrum disorders (ASDs).,True,N,high,Knowledgebase keyword and version number - autism gene data,SFARI Gene,Simons Foundation Autism Research Initiative Gene Database
21949842,REST: a toolkit for resting-state functional magnetic resonance imaging data processing.,True,Y,high,Toolkit for data processing - analysis tool not database,,
25404643,"The RD5000 database: facilitating clinical, genetic, and therapeutic studies on inherited retinal diseases.",False,N,high,Database keyword - retinal disease data resource,RD5000,Retinal Disease 5000 Database
29094410,"Autophagic compound database: A resource connecting autophagy-modulating compounds, their potential targets and relevant diseases.",True,N,high,Database keyword - autophagy compound data resource,Autophagic Compound Database,Autophagic Compound Database
30535305,PopViz: a webserver for visualizing minor allele frequencies and damage prediction scores of human genetic variations.,True,Y,medium,Webserver for visualization but focuses on prediction scores - borderline tool,,
23756628,ROCK: a resource for integrative breast cancer data analysis.,False,Y,high,Resource for analysis - integration tool not database,,
27378288,"AMIGO2, a toolbox for dynamic modeling, optimization and control in systems biology.",False,Y,high,Toolbox for modeling - methodology tool,,
27723837,RNAMethPre: A Web Server for the Prediction and Query of mRNA m6A Sites.,True,Y,medium,"Despite query capability, primarily prediction web server",,
21335611,"B2G-FAR, a species-centered GO annotation repository.",True,N,high,Repository keyword - GO annotation data resource,B2G-FAR,Blast2GO Functional Annotation Repository
27822119,The Danish Ventral Hernia Database - a valuable tool for quality assessment and research.,False,N,high,Database keyword - clinical hernia data resource,DVHD,Danish Ventral Hernia Database
24830558,The G protein-coupled receptor heterodimer network (GPCR-HetNet) and its hub components.,True,N,high,Network data resource with hub components,GPCR-HetNet,G Protein-Coupled Receptor Heterodimer Network
32012179,The Complex Emotion Expression Database: A validated stimulus set of trained actors.,False,N,high,Database keyword - emotion expression stimulus data,CEED,Complex Emotion Expression Database
30352937,BacCapSeq: a Platform for Diagnosis and Characterization of Bacterial Infections.,False,Y,high,Platform for diagnosis - methodology/tool not database,,
23794918,FORMIDABEL: The Belgian Ants Database.,True,N,high,Database keyword - Belgian ant occurrence data,FORMIDABEL,Belgian Ants Database
33024111,"VOLCORE, a global database of visible tephra layers sampled by ocean drilling.",False,N,high,Database keyword - tephra layer geological data,VOLCORE,Visible Tephra Layers Core Database
34388963,OVarFlow: a resource optimized GATK 4 based Open source Variant calling workFlow.,False,Y,high,Workflow for variant calling - pipeline tool not database,,
21558322,DRAR-CPI: a server for identifying drug repositioning potential and adverse drug reactions via the chemical-protein interactome.,True,Y,high,Server for identifying/predicting - tool not database,,
30582189,ACCDB: A collection of chemistry databases for broad computational purposes.,False,N,high,DB suffix - collection of chemistry databases,ACCDB,Annotated Chemistry Compound Database
21277861,NL MIND-BEST: a web server for ligands and proteins discovery--theoretic-experimental study of proteins of Giardia lamblia and new compounds active against Plasmodium falciparum.,True,Y,high,Web server for discovery - tool not database,,
24558441,Human transporter database: comprehensive knowledge and discovery tools in the human transporter genes.,True,N,high,Database keyword - human transporter gene data,HTD,Human Transporter Database
31836830,Cosolvent Analysis Toolkit (CAT): a robust hotspot identification platform for cosolvent simulations of proteins to expand the druggable proteome.,False,Y,high,Toolkit for analysis - simulation tool not database,,
24480175,miRClassify: an advanced web server for miRNA family classification and annotation.,True,Y,high,Web server for classification - tool not database,,
26719890,SW#db: GPU-Accelerated Exact Sequence Similarity Database Search.,False,Y,high,"Despite DB in name, this is a search algorithm/tool not a database",,
26597459,Coev-web: a web platform designed to simulate and evaluate coevolving positions along a phylogenetic tree.,True,Y,high,Platform for simulation - methodology tool not database,,
28961756,4D nucleome Analysis Toolbox: analysis of Hi-C data with abnormal karyotype and time series capabilities.,False,Y,high,Toolbox for analysis - tool not database,,
27155864,Neuron-Miner: An Advanced Tool for Morphological Search and Retrieval in Neuroscientific Image Databases.,False,Y,high,Tool for searching databases not itself a database,,
