pmid,title,has_url,is_false_positive,confidence,reason,database_name,long_database_name
26794641,A brain imaging repository of normal structural MRI across the life course: Brain Images of Normal Subjects (BRAINS).,True,N,high,Repository keyword in title,BRAINS,Brain Images of Normal Subjects
31728519,SyntDB: defining orthologues of human long noncoding RNAs across primates.,True,N,high,DB suffix + database keyword,SyntDB,Synteny Database
32813752,SVAD: A genetic database curates non-ischemic sudden cardiac death-associated variants.,True,N,high,Database keyword in title,SVAD,Sudden Cardiac Death Variants Database
"22903802, 32016318",VariBench: a benchmark database for variations.,True,N,high,Database keyword in title,VariBench,Variation Benchmark Database
26708988,HitPredict version 4: comprehensive reliability scoring of physical protein-protein interactions from more than 100 species.,True,N,high,Version number indicates database update,HitPredict,High-confidence Interactions of Proteins
26073932,Pedican: an online gene resource for pediatric cancers with literature evidence.,True,N,high,Database keyword in title,Pedican,Pediatric Cancer Gene Resource
25220766,LabeledIn: cataloging labeled indications for human drugs.,True,N,medium,Database keyword in title,LabeledIn,Labeled Indications Database
23203985,Dfam: a database of repetitive DNA based on profile hidden Markov models.,True,N,high,Database keyword in title,Dfam,DNA Family Database
"23066107, 26590405",TSGene: a web resource for tumor suppressor genes.,True,N,high,Database keyword in title,TSGene,Tumor Suppressor Gene Database
29036653,miRCarta: a central repository for collecting miRNA candidates.,True,N,high,Repository keyword in title,miRCarta,miRNA Carta
25450223,Haemophilus influenzae Genome Database (HIGDB): a single point web resource for Haemophilus influenzae.,True,N,high,DB suffix + database keyword,HIGDB,Haemophilus influenzae Genome Database
24178034,IDEAL in 2014 illustrates interaction networks composed of intrinsically disordered proteins and their binding partners.,True,N,high,Database keyword in title,IDEAL,Intrinsically Disordered Proteins with Extensive Annotations and Literature
21993301,"Polbase: a repository of biochemical, genetic and structural information about DNA polymerases.",True,N,high,Base suffix + repository keyword,Polbase,DNA Polymerase Database
"25414356, 27899674, 31777944",CDD: NCBI's conserved domain database.,True,N,high,Database keyword in title,CDD,Conserved Domain Database
"23203986, 31733063",Genome3D: a UK collaborative project to annotate genomic sequences with predicted 3D structures based on SCOP and CATH domains.,True,N,high,Database keyword in title,Genome3D,Genome 3D Annotations
33045741,LncSEA: a platform for long non-coding RNA related sets and enrichment analysis.,True,N,medium,Database keyword in title,LncSEA,Long Non-coding RNA Sets and Enrichment Analysis
26567549,GEneSTATION 1.0: a synthetic resource of diverse evolutionary and functional genomic data for studying the evolution of pregnancy-associated tissues and phenotypes.,True,N,high,Database keyword in title,GEneSTATION,Gene Expression in Gestation
21943338,"TIGER: Toolbox for integrating genome-scale metabolic models, expression data, and transcriptional regulatory networks.",False,Y,high,Tool for integration platform,,
