pmid,title,has_url,is_false_positive,confidence,reason,database_name,long_database_name
32028878,PlaPPISite: a comprehensive resource for plant protein-protein interaction sites.,True,N,high,Database keyword in title,PlaPPISite,Plant Protein-Protein Interaction Site database
28053167,PceRBase: a database of plant competing endogenous RNA.,True,N,high,Base suffix + database keyword,PceRBase,Plant competing endogenous RNA Base
24265220,CAMP: Collection of sequences and structures of antimicrobial peptides.,True,N,high,Database keyword in title,CAMP,Collection of sequences and structures of antimicrobial peptides
33237299,GreenPhylDB v5: a comparative pangenomic database for plant genomes.,True,N,high,DB suffix + database keyword,GreenPhylDB,GreenPhylDB
24101916,FunGene: the functional gene pipeline and repository.,True,N,high,Repository keyword in title,FunGene,functional gene pipeline and repository
26298580,PPDB: A Tool for Investigation of Plants Physiology Based on Gene Ontology.,True,N,high,DB suffix + database keyword,PPDB,Plants Physiology Database Based on Gene Ontology
33331653,DATAMAN: A global database of nitrous oxide and ammonia emission factors for excreta deposited by livestock and land-applied manure.,True,N,high,Database keyword in title,DATAMAN,global database of nitrous oxide and ammonia emission factors
31599331,"MSDB: a comprehensive, annotated database of microsatellites.",False,N,medium,DB suffix + database keyword,MSDB,microsatellite database
23547943,TRACER: a resource to study the regulatory architecture of the mouse genome.,True,N,high,Database keyword in title,TRACER,Transcription factor regulatory architecture of mouse genome
22080511,ADHDgene: a genetic database for attention deficit hyperactivity disorder.,True,N,high,Database keyword in title,ADHDgene,ADHD gene database
23411719,YY1TargetDB: an integral information resource for Yin Yang 1 target loci.,True,N,high,DB suffix + database keyword,YY1TargetDB,Yin Yang 1 Target database
31612915,MIBiG 2.0: a repository for biosynthetic gene clusters of known function.,True,N,high,Repository keyword in title,MIBiG,Minimum Information about a Biosynthetic Gene cluster repository
29088455,HCMDB: the human cancer metastasis database.,True,N,high,DB suffix + database keyword,HCMDB,human cancer metastasis database
27899646,FAIRDOMHub: a repository and collaboration environment for sharing systems biology research.,True,N,high,Hub suffix + repository keyword,FAIRDOMHub,FAIRDOM Hub
30365027,"gcMeta: a Global Catalogue of Metagenomics platform to support the archiving, standardization and analysis of microbiome data.",True,N,high,Repository keyword in title,gcMeta,global Catalogue of Metagenomics
33190914,DEDuCT 2.0: An updated knowledgebase and an exploration of the current regulations and guidelines from the perspective of endocrine disrupting chemicals.,False,Y,medium,Database mentioned but no URL not accessible,,,
33313674,"ColorCells: a database of expression, classification and functions of lncRNAs in single cells.",True,N,high,Database keyword in title,ColorCells,ColorCells database
25484339,DISEASES: text mining and data integration of disease-gene associations.,True,N,high,Database keyword in title,DISEASES,DISEASES database
27484196,iLIR database: A web resource for LIR motif-containing proteins in eukaryotes.,True,N,high,Database keyword in title,iLIR,iLIR database
25178289,Native Pig and Chicken Breed Database: NPCDB.,True,N,high,DB suffix + database keyword,NPCDB,Native Pig and Chicken Breed Database
33970229,ChemHub: a knowledgebase of functional chemicals for synthetic biology studies.,True,N,high,Hub suffix + knowledgebase keyword,ChemHub,ChemHub
31624845,"CRISPRCasdb a successor of CRISPRdb containing CRISPR arrays and cas genes from complete genome sequences, and tools to download and query lists of repeats and spacers.",True,N,high,DB suffix + database keyword,CRISPRCasdb,CRISPRCas database
33757430,ATAV: a comprehensive platform for population-scale genomic analyses.,True,N,medium,Database keyword in title,ATAV,ATAV
29382910,Lnc2Catlas: an atlas of long noncoding RNAs associated with risk of cancers.,True,N,high,Atlas keyword in title,Lnc2Catlas,lncRNA to Cancer atlas
21247929,A genotypic and phenotypic information source for marker-assisted selection of cereals: the CEREALAB database.,True,N,high,Database keyword in title,CEREALAB,CEREALAB database
23750084,InDiaMed: A Comprehensive Database of Indian Medicinal plants for Diabetes.,True,N,high,Database keyword in title,InDiaMed,Indian Medicinal plants Database
25378329,"MatrixDB, the extracellular matrix interaction database: updated content, a new navigator and expanded functionalities.",True,N,high,DB suffix + database keyword,MatrixDB,extracellular matrix interaction database
22693078,"ABCMdb: a database for the comparative analysis of protein mutations in ABC transporters, and a potential framework for a general application.",False,N,medium,DB suffix + database keyword,ABCMdb,ABC transporter mutations database
27551106,PPI4DOCK: large scale assessment of the use of homology models in free docking over more than 1000 realistic targets.,True,N,medium,Database keyword in title,PPI4DOCK,Protein-Protein Interaction for DOCK
23162083,PTID: an integrated web resource and computational tool for agrochemical discovery.,True,N,high,Database keyword in title,PTID,Pesticide Target Interaction Database
30721533,"SiMPLOD, a Structure-Integrated Database of Collagen Lysyl Hydroxylase (LH/PLOD) Enzyme Variants.",True,N,high,Database keyword in title,SiMPLOD,Structure-Integrated Database of Collagen Lysyl Hydroxylase
22589183,PRDB: Protein Repeat DataBase.,True,N,high,DB suffix + database keyword,PRDB,Protein Repeat DataBase
27995664,AraQTL - workbench and archive for systems genetics in Arabidopsis thaliana.,True,N,high,Archive keyword in title,AraQTL,Arabidopsis QTL
25234927,circBase: a database for circular RNAs.,True,N,high,Base suffix + database keyword,circBase,circular RNA Base
23996831,"The Nencki Affective Picture System (NAPS): introduction to a novel, standardized, wide-range, high-quality, realistic picture database.",True,N,high,Database keyword in title,NAPS,Nencki Affective Picture System
32159764,"MMHub, a database for the mulberry metabolome.",True,N,high,Hub suffix + database keyword,MMHub,Mulberry Metabolome Hub
34273949,ARPEGGIO: Automated Reproducible Polyploid EpiGenetic GuIdance workflOw.,False,Y,high,Tool for polyploid epigenetics not a database,,,
24910945,MOPED 2.5--an integrated multi-omics resource: multi-omics profiling expression database now includes transcriptomics data.,True,N,high,Database keyword in title,MOPED,Multi-omics Profiling Expression Database
25360160,BioPhytMol: a drug discovery community resource on anti-mycobacterial phytomolecules and plant extracts.,True,N,high,Database keyword in title,BioPhytMol,Biological Phytomolecules
25361973,KnotProt: a database of proteins with knots and slipknots.,True,N,high,Database keyword in title,KnotProt,Knotted Proteins database
33324449,Web-Based Genome Analysis of Bacterial Meningitis Pathogens for Public Health Applications Using the Bacterial Meningitis Genomic Analysis Platform (BMGAP).,False,Y,high,Tool for genome analysis not a database,,,
30419167,"ZINClick v.18: Expanding Chemical Space of 1,2,3-Triazoles.",True,N,high,Database keyword in title,ZINClick,ZINClick database
34521345,PathFams: statistical detection of pathogen-associated protein domains.,True,N,high,Database keyword in title,PathFams,Pathogen-associated protein families
30407583,FusionGDB: fusion gene annotation DataBase.,True,N,high,DB suffix + database keyword,FusionGDB,Fusion Gene annotation DataBase
