pmid,title,has_url,is_false_positive,confidence,reason,database_name,long_database_name
27161010,ToxEvaluator: an integrated computational platform to aid the interpretation of toxicology study-related findings.,True,Y,high,Platform is a tool for interpretation/analysis not a data repository,,
33640787,OctSurf: Efficient hierarchical voxel-based molecular surface representation for protein-ligand affinity prediction.,True,Y,high,Methodology for prediction not a bioresource,,
32096105,"Spanish affective normative data for 1,406 words rated by children and adolescents (SANDchild).",True,N,high,Dataset of normative data available for research,SANDchild,Spanish Affective Normative Data for Children
34580179,OrtSuite: from genomes to prediction of microbial interactions within targeted ecosystem processes.,False,Y,high,Tool for prediction with no URL,,
27049721,Tissue repair genes: the TiRe database and its implication for skin wound healing.,True,N,high,Database keyword in title,TiRe,Tissue Repair Database
24124417,MOBBED: a computational data infrastructure for handling large collections of event-rich time series datasets in MATLAB.,True,N,high,Infrastructure for storing time series data collections,MOBBED,Mobile Brain Body Imaging Data
24124417,MOBBED: a computational data infrastructure for handling large collections of event-rich time series datasets in MATLAB.,True,N,high,Infrastructure for storing time series data collections,MOBBED,Mobile Brain Body Imaging Data
34500471,scDeepSort: a pre-trained cell-type annotation method for single-cell transcriptomics using deep learning with a weighted graph neural network.,False,Y,high,Method for annotation with no URL,,
33275647,"MANTA, an integrative database and analysis platform that relates microbiome and phenotypic data.",True,N,high,Database keyword in title,MANTA,Microbiome And pheNotype data integraTion plAtform
23304296,ICDA: a platform for Intelligent Care Delivery Analytics.,False,Y,high,Platform is an analytics tool not a data repository with no URL,,
25210953,SANTA: quantifying the functional content of molecular networks.,True,Y,medium,Tool for quantifying network content not a database,,
28716078,COGNATE: comparative gene annotation characterizer.,True,Y,high,Tool for gene annotation characterization,,
25329307,IMPACT_S: integrated multiprogram platform to analyze and combine tests of selection.,False,Y,high,Platform for analysis is a tool with no URL,,
21273816,A database for the analysis of immunity genes in Drosophila: PADMA database.,True,N,high,Database keyword in title,PADMA,Protein Annotation Database for Macrophage Activation
34522291,HistoClean: Open-source software for histological image pre-processing and augmentation to improve development of robust convolutional neural networks.,False,Y,high,Software for image processing not a bioresource,,
26101548,Open Drug Discovery Toolkit (ODDT): a new open-source player in the drug discovery field.,False,Y,high,Toolkit is a tool not a data repository,,
32912315,GetOrganelle: a fast and versatile toolkit for accurate de novo assembly of organelle genomes.,False,Y,high,Toolkit for assembly is a tool,,
"25352555, 31576635","SASBDB, a repository for biological small-angle scattering data.",True,N,high,DB suffix plus repository keyword,SASBDB,Small Angle Scattering Biological Data Bank
22689643,MoNetFamily: a web server to infer homologous modules and module-module interaction networks in vertebrates.,True,Y,medium,Web server for inferring networks is a tool,,
25990735,"MyProteinNet: build up-to-date protein interaction networks for organisms, tissues and user-defined contexts.",True,Y,medium,Tool for building networks not a database,,
34618085,iRegNet: an integrative Regulatory Network analysis tool for Arabidopsis thaliana.,True,Y,high,Tool for network analysis,,
21715382,ncFANs: a web server for functional annotation of long non-coding RNAs.,True,Y,high,Web server for functional annotation is a tool,,
22679507,SR4GN: a species recognition software tool for gene normalization.,True,Y,high,Software tool for gene normalization,,
